,0,1
0,196.8970259499731,27.81
1,149.17058045646868,19.39
2,145.9615094891521,17.74
3,195.08033774595845,29.09
4,129.63996282481958,8.56
5,196.38040872120754,22.27
6,103.48918347330934,23.51
7,103.24184032472503,20.74
8,187.22031537703228,7.14
9,109.13453973175422,24.6
10,144.79668696922076,25.71
11,202.48975246040675,26.22
12,177.89668241152546,7.38
13,179.00502935261707,9.38
14,200.88969244191213,12.44
15,176.67272204135955,41.66
16,146.6153997813278,17.74
17,137.43387028141856,62.35
18,175.48715110486336,45.54
19,200.40312021635097,26.44
20,162.58663040042813,26.47
21,113.64042571638932,28.22
22,142.35732430855208,14.67
23,169.58443130015976,13.79
24,103.44921316437899,15.8
25,179.66225217013186,41.45
26,156.82360892542596,27.04
27,174.62886061788652,41.37
28,173.34913976005316,43.91
29,157.95629881885273,26.8
30,187.27251629811144,43.46
31,143.98450929954734,17.91
32,176.8899398170846,28.9
33,177.01996552639926,40.33
34,195.19847068165774,26.55
35,156.68284093605388,25.33
36,145.06637795854823,26.16
37,176.07833386542265,33.69
38,146.70131484393127,32.06
39,184.19974521919897,40.1
40,178.62082292323436,32.2
41,107.7705145856792,24.29
42,102.95994743864529,28.97
43,200.09667998482888,28.66
44,193.54691351625587,27.61
45,175.80799639873445,13.47
46,176.3259795327353,46.22
47,161.61540731900106,30.0
48,110.45526115666839,11.3
49,185.9325847534833,35.01
50,177.45589225964,42.17
51,156.6927813991525,33.1
52,196.55647407768166,10.45
53,159.9642007588812,24.76
54,149.0532023460407,12.69
55,179.25890075815607,45.25
56,174.59633942108005,41.71
57,143.9369816096582,18.45
58,143.2603390184836,18.63
59,139.9591278049948,20.75
60,108.63499715131422,22.8
61,151.68428737169324,8.41
62,150.88029679804998,15.63
63,145.76370452979552,24.87
64,104.99467248540424,12.51
65,108.48223257044587,23.17
66,147.25203247607993,10.6
67,201.04585308194103,27.09
68,196.06274560894948,30.94
69,141.64341540518996,22.61
70,141.8010187710224,19.2
71,174.88819919636236,14.38
72,148.2550858205936,6.05
73,137.3069602688514,79.6
74,155.38709898473465,38.75
75,174.0335924029252,33.37
76,181.9429742842832,28.86
77,173.15540759864442,46.3
78,183.60430284279977,41.91
79,148.22598013066266,18.04
80,165.66978596895626,22.78
81,159.96816676477786,11.56
82,143.80659683207702,19.02
83,109.06168743233727,15.39
84,176.0996390257914,42.6
85,158.7311641622489,27.08
86,176.450394130133,31.01
87,190.74426673633445,6.85
88,106.09270038177227,18.08
89,186.04155050172912,30.37
90,152.1202796130044,5.82
91,179.64776938909415,28.47
92,107.4147982667344,27.74
93,200.07668675956913,21.49
94,173.87241900392814,34.53
95,104.30022805869662,25.7
96,187.3684614903235,26.35
97,104.66688960652938,28.75
98,162.52370491483498,21.97
99,163.80210326869374,45.09
100,159.13401423313564,6.27
101,168.786535948875,39.85
102,194.22259399794467,23.12
103,199.6225684593888,24.59
104,198.72835483250935,25.57
105,186.43991034597582,14.27
106,110.31216039826471,15.59
107,143.74221680794588,19.66
108,159.14549950433158,34.01
109,170.94745546752154,37.3
110,149.14003913583173,8.82
111,142.11425701544704,23.2
112,118.47890130197655,7.85
113,145.74721349563788,20.58
114,182.87839683752355,25.74
115,102.01577698566389,8.07
116,104.09731310759304,17.85
117,160.35915437759547,38.02
118,200.33549851839072,23.24
119,145.66018960443978,18.99
120,107.6384115677976,23.1
121,195.03429063551317,26.95
122,153.37741616421806,26.57
123,192.1822688641644,28.83
124,103.54855182336894,27.07
125,178.5058166100904,34.96
126,175.9257252317782,28.92
127,142.87286074164277,20.41
128,107.84189267671913,22.57
129,141.19492760339423,19.2
130,166.486441145858,20.03
131,176.66966088299372,44.24
132,145.95570810720116,14.51
133,144.91707677221163,17.83
134,145.66162506146713,19.13
135,177.42858184015407,39.43
136,178.75002690577978,42.93
137,177.78424122966558,33.75
138,177.81422791201504,12.69
139,182.90909472602158,42.47
140,172.62191391453646,15.54
141,120.92284073392752,7.7
142,177.71095614762558,16.3
143,105.57385995367059,22.32
144,183.81321719548956,23.89
145,107.09948035067424,23.6
146,152.143560834407,9.11
147,138.35855180361773,56.11
148,110.50542798463654,15.92
149,199.8958412787985,24.1
150,123.22579338353542,6.69
151,103.38753052340334,13.0
152,163.17027532631556,44.59
153,178.55849626686333,37.95
154,177.62981402593144,39.98
155,178.89051277686005,12.97
156,114.63555759951255,23.25
157,146.18752366446276,18.44
158,166.32047537667665,39.92
159,168.1086351010621,42.86
160,175.88691558296657,25.31
161,162.52597775849446,37.82
162,104.10705799620095,27.81
163,200.94203006672285,27.08
164,189.28546404655563,37.85
165,106.59100566869965,17.8
166,173.3650269084243,13.98
167,172.8806513933443,15.88
168,173.16454658679817,24.06
169,103.08343315687877,6.83
170,194.73062829747244,18.95
171,184.00863952767747,44.08
172,194.94211497256364,25.66
173,176.40666768389733,41.68
174,107.23173289681661,20.13
175,177.8262991024905,14.04
176,176.57261496002175,13.86
177,176.25006181159355,15.02
178,177.15986337544192,15.0
179,173.69812702430048,19.61
180,175.91464857753175,13.91
181,176.88137909414414,14.4
182,176.06312526552895,19.07
183,176.3530141064613,14.76
184,177.18275228800968,14.31
185,174.4026887197316,12.6
186,110.1497228373449,8.06
187,182.8112327041245,32.48
188,102.97744726590507,24.11
189,176.130558090007,17.64
190,169.28313612633974,30.52
191,201.65156950947252,14.14
192,132.3804655317066,6.48
193,199.90496165253057,28.96
194,159.13762695163933,36.51
195,106.7435914121894,15.91
196,187.69294028882692,28.12
197,199.72296012057527,28.79
198,138.26507490888895,12.27
199,197.9184204967948,22.35
200,175.64010682547055,42.47
201,173.249960639687,39.15
202,168.48571203189945,43.36
203,178.00928599805187,9.24
204,180.19925195526477,49.42
205,196.97261625217456,22.54
206,171.50584413995045,47.73
207,164.9728904907684,41.12
208,159.4227029285527,32.75
209,149.3255539342508,6.87
210,157.5702482011161,38.88
211,186.46609260091566,43.74
212,146.10931627519537,23.21
213,174.30798836861717,39.8
214,172.2592211353916,18.9
215,143.36862360272218,28.36
216,142.0960246310176,15.89
217,176.97099930226383,34.39
218,175.26793715221118,21.4
219,109.31598535684914,20.55
220,110.02776266413503,22.35
221,141.52040890845697,23.29
222,181.60689397998954,42.8
223,145.63247795063637,15.12
224,166.24411566256262,40.82
225,181.02585131547406,42.27
226,184.61480794029373,34.07
227,161.26560560272648,33.54
228,202.94519592955655,22.25
229,145.44890598657122,17.86
230,108.67550099944255,13.93
231,179.54681392139324,41.3
232,201.46740420729125,23.25
233,137.24075296252474,12.82
234,137.29471201056978,12.96
235,161.58040202327317,47.58
236,160.79832826565755,28.48
237,165.77983152790563,29.36
238,145.07732793290003,16.24
239,102.9898465059795,10.61
240,147.49082844047408,25.42
241,191.63386296340875,19.71
242,161.37035614784153,34.47
243,143.29548837026087,20.0
244,200.31725769088672,24.98
245,138.04221622342848,12.86
246,106.94700249625217,25.8
247,136.69123581576042,10.01
248,160.11026769128975,31.39
249,176.12848377741665,19.88
250,174.3321812861755,11.72
251,165.61938740290296,55.2
252,160.0189718819035,43.91
253,171.9284457171894,14.4
254,153.01615485909392,13.27
255,171.96359584628095,16.03
256,106.80462108183775,17.82
257,181.63332551972306,30.77
258,202.39027241050962,27.92
259,180.9647304227651,46.65
260,142.21632330449367,20.67
261,171.2753963126551,34.31
262,147.36138754626458,20.39
263,178.80717898395488,47.38
264,104.94398467350337,7.79
265,141.69178005153435,20.5
266,166.1646706654945,42.27
267,165.54595589069157,34.5
268,178.11949555673743,27.8
269,139.01050158813067,23.04
270,185.80550985431023,31.07
271,109.31620604587472,20.31
272,178.07322796879714,13.81
273,179.77107029500405,11.91
274,202.29363407505406,29.13
275,175.9111634282659,6.87
276,175.18216878819828,33.92
277,164.47316995093234,14.69
278,143.26326965871155,18.99
279,201.21830465012786,29.98
280,181.15850392131478,39.78
281,159.74578414276675,2.97
282,194.9742258938054,28.45
283,144.8537068993494,8.25
284,108.75689837710868,23.23
285,144.059853960392,18.04
286,184.0304642093343,39.28
287,109.67237638717363,26.06
288,146.50595970426917,16.5
289,182.15359169571144,30.5
290,102.9260952029829,21.8
291,182.08410621707975,37.9
292,172.4648767729351,15.49
293,176.75840033842164,34.88
294,169.3631751481278,29.65
295,142.8394574985243,24.43
296,143.11935722549308,24.68
297,195.38543432866464,22.68
298,105.78748933984491,21.89
299,158.43108184613035,33.56
300,152.59772351161897,10.35
301,152.64158571348605,10.34
302,155.0734760162823,8.38
303,155.80604470887965,7.3
304,154.52048144585115,9.43
305,151.14577962324387,34.3
306,181.67137562104423,10.94
307,142.27949608872567,17.99
308,107.23170720540341,21.43
309,149.2418294193437,16.07
310,143.47702241747953,21.53
311,202.1245388074234,32.44
312,155.0471120860079,39.75
313,144.6967837871525,20.42
314,142.43595816005822,26.8
315,201.7391986467054,28.87
316,199.51572129341932,28.4
317,157.05307575522437,45.8
318,174.41939625349056,48.55
319,202.468076213904,29.21
320,109.77328149374648,21.36
321,169.69370961864257,34.46
322,177.05283912889234,13.8
323,172.54199903386865,39.42
324,107.82167383818631,26.83
325,151.6627561172833,7.53
326,109.43805498679541,14.1
327,105.96011072841593,28.83
328,166.14070225469396,53.26
329,108.37054471273926,23.25
330,151.83659421362285,18.39
331,172.38506625348103,47.09
332,102.92614020238898,21.38
333,104.99361505911428,26.03
334,160.5233803107913,42.16
335,105.70624979244661,18.62
336,172.29436143291636,39.46
337,179.23195721630555,41.72
338,156.74990177388355,28.94
339,142.923969972804,13.7
340,105.83829880321824,29.38
341,105.50277706501087,27.96
342,105.14690722465733,33.71
343,106.33675721297824,26.98
344,104.00729678100112,29.03
345,104.07867053910333,29.11
346,150.50135589035287,11.16
347,177.81596618943334,44.38
348,145.0811342125417,15.46
349,166.09294398467674,35.57
350,103.33672122574221,31.98
351,181.5407865427551,46.36
352,179.89134268897104,30.53
353,171.4113914639808,13.56
354,154.15262976707498,58.51
355,174.75407396553265,47.24
356,146.33403715443555,21.12
357,158.2258012095533,20.79
358,102.11768321420469,31.88
359,174.79080992375756,46.33
360,148.10184754691642,24.85
361,144.4428343799685,18.43
362,171.37304827442523,24.18
363,170.05743432376087,27.66
364,161.0616108706798,32.68
365,117.68420306501866,8.92
366,192.3627801722184,14.64
367,169.19789630834353,37.96
368,107.28256498929142,23.8
369,170.72088454925364,43.69
370,172.41308333945736,36.43
371,174.87840037052092,41.77
372,143.64119742463015,18.58
373,105.19766968327818,29.57
374,198.3705582775277,25.34
375,173.34916939684084,40.13
376,146.65845800748323,16.13
377,168.58294011814482,38.9
378,146.4380983218205,23.88
379,156.90329883936317,31.9
380,140.5079268991132,22.48
381,154.5683368284492,18.28
382,177.445253726392,16.88
383,142.33754887102927,19.14
384,149.18102807421667,10.52
385,174.54834453678296,43.16
386,141.27930087299268,19.15
387,115.41581813592029,24.36
388,164.4963825527368,40.32
389,177.03142108002916,39.55
390,163.85770040414081,37.12
391,113.65783853480968,23.86
392,194.24647879295867,9.37
393,167.1359851904466,33.43
394,104.55593416205224,24.47
395,104.26138169175059,27.61
396,177.85787809492822,26.6
397,196.50778200063368,27.7
398,189.37158243711903,29.54
399,108.675475339211,21.78
400,175.85380673297917,18.49
401,141.63420947507973,24.26
402,175.676668245771,42.98
403,159.63199195665405,29.04
404,169.61333131125673,33.05
405,159.40479534184647,61.62
406,143.52505862472844,18.14
407,202.72242974960034,22.51
408,149.1387367099338,8.1
409,106.55038800969797,4.09
410,177.63473669589465,32.27
411,186.9514847346722,36.16
412,173.0297567750123,39.31
413,147.78259349206053,16.59
414,105.17760386630222,23.43
415,147.7184969566883,14.85
416,166.94208530066763,41.61
417,180.28568147995674,14.09
418,175.96815712087337,40.44
419,141.3607024129933,19.06
420,156.41988214125323,26.14
421,102.04069820555857,23.55
422,177.78887850750854,39.84
423,186.23597128784687,34.42
424,180.02658444127917,21.08
425,168.79940072778695,43.48
426,181.99572830090327,14.25
427,192.74855208564026,14.26
428,172.3577618375671,41.95
429,144.06094393359626,17.82
430,183.68550825112098,45.22
431,164.30256083056457,37.05
432,146.15037882126177,18.77
433,143.71775637700256,18.67
434,141.24707266350075,26.61
435,194.51705724231067,21.59
436,178.0244091818265,37.94
437,159.03411471382293,19.1
438,137.63303286657708,8.52
439,174.7295134554815,40.88
