,r,s,p,elevation
190,121.84818064083473,22.401431080003785,190.0,-4653.844636234918
191,121.85790775914866,22.401383042031906,191.0,-4680.8390467667405
192,121.86763487069855,22.40133442222441,192.0,-4657.6150059681295
193,121.87736197540302,22.401285220583098,193.0,-4640.801548265446
194,121.88708907318066,22.401235437109808,194.0,-4598.1548161545425
195,121.89681616395006,22.401185071806392,195.0,-4550.647838707334
196,121.90654324762978,22.40113412467472,196.0,-4512.968714553711
197,121.91627032413845,22.40108259571669,197.0,-4670.617226941467
198,121.9259973933947,22.401030484934218,198.0,-4502.8714036778965
199,121.935724455317,22.40097779232924,199.0,-4358.867360762112
200,121.94545150982405,22.40092451790372,200.0,-4351.919847729305
201,121.95517855683445,22.400870661659635,201.0,-4394.008492770498
202,121.96490559626676,22.40081622359899,202.0,-4433.272375037247
203,121.97463262803957,22.40076120372381,203.0,-4417.0278748260025
204,121.9843596520715,22.400705602036137,204.0,-4455.3988292997155
205,121.99408666828117,22.40064941853805,205.0,-4498.461196476823
206,122.00381367658714,22.400592653231627,206.0,-4535.517552454399
207,122.01354067690806,22.400535306118986,207.0,-4534.1617419081895
208,122.02326766916251,22.400477377202254,208.0,-4566.909969876542
209,122.03299465326911,22.400418866483587,209.0,-4593.380388391012
210,122.04272162914646,22.400359773965164,210.0,-4605.340412796319
211,122.05244859671312,22.400300099649186,211.0,-4627.242515484709
212,122.06217555588779,22.400239843537864,212.0,-4673.960446187732
213,122.07190250658904,22.400179005633444,213.0,-4693.65587260836
214,122.08162944873547,22.400117585938194,214.0,-4707.3894069727
215,122.0913563822457,22.400055584454385,215.0,-4722.636196661967
216,122.10000000000011,22.40000000000001,215.8886279584471,-4742.949218750252
