date time lat lon depth ML nstn dmin gap trms ERH ERZ fixed nph quality
2021-07-13 23:14:45.15 23.9547 121.6158 9.35 4.06 10 2.30 181 0.25 0.30 0.40 F 19 C
2021-07-13 23:14:30.03 23.9537 121.6082 7.98 4.64 99 2.40 47 0.38 0.10 0.10 F 263 B
2021-07-13 23:06:58.35 23.9128 121.5835 8.97 4.11 99 2.10 49 0.37 0.10 0.10 F 228 B
2021-07-13 23:02:40.91 23.9357 121.5837 8.21 4.12 99 4.00 62 0.35 0.10 0.10 F 214 B
2021-07-13 22:59:24.54 23.9263 121.6328 7.05 5.08 99 4.00 45 0.42 0.10 0.10 F 261 B
2021-07-13 22:53:49.52 23.9308 121.6240 7.79 4.33 99 3.70 87 0.31 0.10 0.10 F 157 B
2021-07-13 22:53:08.02 23.9437 121.5857 8.28 4.65 83 4.50 123 0.39 0.20 0.20 F 139 C
2021-07-13 22:52:05.27 23.9350 121.5997 8.66 5.43 99 3.50 47 0.33 0.10 0.10 F 288 B
2021-07-14 17:00:44.08 23.9252 121.5880 7.72 4.76 99 2.80 39 0.43 0.10 0.10 F 257 B
2021-07-14 12:55:33.16 23.9733 121.5900 9.27 4.30 99 2.40 53 0.39 0.20 0.20 F 242 B
2021-07-14 03:36:33.10 23.9640 121.5870 8.58 4.62 99 3.00 53 0.35 0.10 0.10 F 250 B
2021-07-14 03:18:47.54 23.9680 121.6027 7.04 4.03 99 1.40 49 0.37 0.10 0.10 F 220 B
2021-07-14 00:11:57.65 23.9503 121.6085 5.77 4.23 99 2.80 51 0.43 0.10 0.10 F 197 B
2021-07-15 23:33:42.00 23.9727 121.5902 11.15 4.07 4 2.40 99 0.19 0.40 0.50 F 8 B
2021-07-15 23:33:34.58 23.9765 121.5965 10.37 4.39 8 1.70 87 0.15 0.30 0.40 F 12 A
2021-07-15 23:33:29.49 23.9785 121.5967 8.69 4.45 99 1.80 75 0.41 0.20 0.20 F 201 B
2021-07-15 23:31:46.29 23.9683 121.5962 8.82 4.37 99 1.90 78 0.32 0.10 0.10 F 209 B
2021-07-15 23:29:26.70 23.9698 121.6038 6.68 4.94 99 1.20 39 0.34 0.10 0.20 F 282 B
2021-07-15 23:05:04.36 23.9775 121.5873 7.36 4.82 99 2.70 54 0.35 0.10 0.10 F 270 B
2021-07-16 14:14:01.09 23.9990 121.5943 7.38 4.10 98 3.30 45 0.48 0.40 0.40 F 145 A
2021-07-18 11:25:42.81 24.0312 121.6148 8.28 4.45 99 5.60 35 0.38 0.20 0.10 F 272 B
2021-07-18 18:40:46.97 23.9388 121.5822 8.32 4.04 99 4.40 25 0.38 0.10 0.10 F 222 B
2021-07-26 11:39:59.37 24.0023 121.6127 8.98 4.27 30 3.00 157 0.33 0.40 0.40 F 49 C
2021-07-26 11:40:11.17 24.0082 121.6208 8.67 4.64 99 3.70 49 0.45 0.20 0.10 F 238 B
2021-07-29 10:41:37.85 24.0398 121.5198 17.77 4.13 99 8.70 26 0.28 0.10 0.10 F 242 B
2021-07-29 15:21:17.77 23.9155 121.4510 19.40 4.18 99 7.00 25 0.31 0.10 0.10 F 258 B
2021-07-29 22:55:17.29 23.8432 121.5850 4.78 4.69 99 6.60 42 0.43 0.10 0.10 F 243 C
2021-08-02 09:13:18.74 22.6737 121.4405 21.29 4.27 99 30.50 48 0.39 0.20 0.20 F 197 C
2021-08-03 00:05:31.60 24.8585 121.9048 106.91 4.55 99 4.40 72 0.31 0.30 0.20 F 237 B
2021-08-06 11:12:30.52 23.1585 121.2915 7.20 5.40 99 4.50 47 0.35 0.10 0.10 F 272 B
2021-08-06 11:20:59.57 23.1603 121.2920 5.11 4.07 99 4.30 51 0.34 0.10 0.10 F 226 B
2021-08-06 11:37:30.61 23.1428 121.2853 7.57 4.26 99 6.30 37 0.31 0.10 0.10 F 230 B
2021-08-06 11:39:13.38 23.1595 121.2918 5.83 4.74 99 4.30 47 0.32 0.10 0.10 F 254 B
2021-08-06 11:40:15.06 23.1607 121.2910 6.70 4.25 99 4.20 54 0.32 0.10 0.10 F 186 B
2021-08-06 12:28:52.64 23.1597 121.2877 6.11 4.29 99 4.40 36 0.33 0.10 0.10 F 267 B
2021-08-09 21:50:01.72 23.1063 121.3072 13.43 4.42 99 6.80 40 0.36 0.10 0.10 F 214 B
2021-08-13 06:23:17.03 23.8527 121.6272 4.04 4.09 99 6.20 36 0.45 0.20 0.20 F 196 C
2021-08-13 06:23:55.97 23.8637 121.6102 4.97 4.03 91 4.50 109 0.45 0.20 0.20 F 147 C
2021-08-17 19:22:31.83 23.7208 121.0910 34.44 4.42 99 15.80 21 0.31 0.10 0.10 F 264 B
2021-08-19 07:50:55.67 23.9368 121.6290 6.38 4.64 99 4.50 45 0.35 0.10 0.10 F 263 B
2021-08-19 15:12:51.14 23.9517 121.6262 7.60 4.27 99 2.90 46 0.33 0.10 0.10 F 267 B
2021-08-19 15:34:33.37 23.9590 121.6162 4.73 4.31 99 1.80 40 0.37 0.10 0.10 F 260 B
2021-08-30 09:47:25.94 24.6495 121.9907 62.41 4.60 99 14.10 97 0.30 0.20 0.10 F 235 C
2021-09-02 05:41:17.85 23.0112 121.0558 6.67 4.15 99 13.90 24 0.36 0.10 0.20 F 185 C
2021-09-04 04:37:08.71 24.4022 121.9555 29.53 4.57 99 17.60 70 0.52 0.20 0.20 F 178 C
2021-09-10 17:39:45.15 23.7758 121.4758 8.67 4.00 99 5.30 26 0.35 0.10 0.10 F 207 B
2021-09-13 10:41:27.69 24.1233 121.0128 46.10 5.61 99 12.60 24 0.27 0.10 0.10 F 328 B
2021-09-15 10:50:53.54 23.1622 121.3905 20.61 4.59 99 7.30 44 0.27 0.10 0.10 F 250 B
2021-09-25 22:21:19.63 24.3170 121.6832 46.13 5.78 99 2.00 43 0.32 0.20 0.20 F 289 B
2021-10-03 02:45:30.35 23.3128 121.4320 24.71 4.15 99 2.00 41 0.36 0.10 0.10 F 264 B
2021-10-06 20:21:43.49 23.9072 121.4558 20.91 4.28 99 7.50 24 0.32 0.10 0.10 F 244 B
2021-10-15 03:31:00.27 24.6178 121.8788 56.82 4.02 99 2.20 68 0.26 0.20 0.10 F 258 B
2021-10-18 05:49:18.63 24.2002 121.6702 31.40 5.25 99 6.70 29 0.28 0.10 0.10 F 268 B
2021-10-23 10:32:38.42 24.0778 121.6535 26.49 4.55 99 5.00 47 0.28 0.10 0.10 F 225 B
2021-10-23 10:03:05.98 23.7503 121.9768 37.25 4.47 99 41.80 51 0.35 0.20 0.30 F 223 C
2021-10-23 03:24:58.07 24.0987 121.8085 4.61 4.19 99 20.00 49 0.31 0.10 0.10 F 167 C
2021-10-23 03:16:04.62 24.0678 121.6518 26.80 5.33 99 5.00 49 0.32 0.10 0.10 F 209 B
2021-10-24 19:42:46.30 22.8868 121.3415 23.87 4.05 99 10.10 44 0.32 0.20 0.10 F 172 B
2021-10-24 06:05:11.46 24.5745 121.7862 63.39 4.28 99 5.90 30 0.27 0.20 0.10 F 243 B
2021-10-24 05:14:13.50 24.5725 121.7893 65.08 4.47 50 5.50 98 0.24 0.30 0.30 F 88 B
2021-10-24 05:12:42.65 24.5677 121.7768 64.13 5.58 96 6.90 33 0.28 0.30 0.20 F 165 B
2021-10-24 05:11:34.67 24.5333 121.7752 65.60 6.54 99 8.40 34 0.26 0.20 0.20 F 304 B
2021-10-24 04:38:51.96 24.0518 121.6498 25.82 4.62 99 5.60 38 0.30 0.10 0.10 F 261 B
2021-10-26 09:21:16.28 23.2095 121.5712 42.11 4.06 99 17.00 50 0.34 0.20 0.10 F 228 B
2021-10-27 02:20:07.10 24.5673 121.7730 63.33 4.08 99 7.30 28 0.25 0.20 0.10 F 253 B
2021-10-28 06:49:05.86 24.5627 121.7777 63.99 4.67 99 6.90 27 0.28 0.20 0.20 F 285 B
2021-10-31 16:23:15.82 24.5775 121.7853 67.25 4.34 99 5.90 32 0.32 0.20 0.20 F 259 B
2021-11-07 11:23:16.56 24.3178 121.6768 46.60 4.59 99 2.30 25 0.28 0.20 0.10 F 299 B
2021-11-08 05:03:08.86 23.8262 121.9427 26.04 4.54 99 35.80 49 0.32 0.20 0.30 F 289 C
2021-11-14 13:05:15.20 24.5743 121.9350 66.22 5.45 99 8.60 74 0.36 0.20 0.10 F 297 B
2021-11-14 09:38:22.87 23.4777 121.5668 43.37 4.12 99 14.70 60 0.29 0.20 0.20 F 296 B
2021-11-28 23:11:27.64 24.1918 121.6692 32.24 4.61 99 6.00 30 0.30 0.20 0.10 F 266 B
2021-11-30 23:17:46.92 22.9222 121.6112 22.91 4.86 99 31.20 64 0.49 0.30 0.30 F 259 C
2021-12-01 08:57:05.02 22.9155 121.6245 19.33 4.46 99 32.70 67 0.41 0.20 0.20 F 226 C
2021-12-06 08:29:07.12 24.1438 121.6743 30.93 4.15 99 5.50 40 0.30 0.10 0.10 F 267 B
2021-12-07 16:45:48.67 23.3783 121.4425 32.74 4.16 99 6.90 37 0.42 0.20 0.20 F 276 B
2021-12-18 20:02:49.13 22.9640 121.3573 22.25 4.51 99 14.90 51 0.37 0.10 0.10 F 265 B
2022-01-16 09:23:29.19 24.7663 121.6792 77.10 4.10 99 5.30 30 0.26 0.20 0.20 F 263 B
2022-01-17 19:06:35.02 23.9252 121.4565 18.33 4.06 99 5.80 24 0.33 0.10 0.10 F 296 B
2022-01-23 08:22:38.76 24.4467 121.9003 14.22 4.05 99 12.40 81 0.37 0.20 0.10 F 266 B
2022-01-25 14:35:53.13 24.6282 121.9508 64.74 5.10 99 9.50 80 0.34 0.20 0.10 F 315 B
2022-01-28 17:26:35.50 22.6753 121.8113 35.18 4.31 99 61.30 73 0.40 0.20 0.40 F 298 C
2022-02-05 13:52:06.21 23.7303 121.5883 5.92 4.14 99 4.80 90 0.37 0.10 0.10 F 219 B
2022-02-06 06:54:05.47 22.8632 121.3938 34.73 4.07 99 15.10 48 0.39 0.20 0.20 F 272 B
2022-02-06 23:52:40.28 24.5198 121.8308 9.01 4.24 99 6.30 77 0.37 0.10 0.10 F 242 B
2022-02-07 10:58:25.12 24.4053 121.9435 34.59 5.62 99 17.40 70 0.51 0.20 0.10 F 312 C
2022-02-07 11:00:25.64 24.3958 121.9202 34.42 4.19 59 15.40 98 0.46 0.40 0.30 F 114 C
2022-02-11 03:01:01.15 24.4112 121.9293 33.39 4.43 99 15.80 69 0.41 0.20 0.10 F 270 B
2022-02-16 05:41:59.41 23.9180 121.4567 20.82 4.47 99 6.40 23 0.37 0.10 0.20 F 267 B
2022-02-18 14:27:20.79 24.0395 121.7752 48.93 4.17 99 17.90 31 0.26 0.20 0.10 F 297 B
2022-02-20 06:13:49.71 24.2643 121.7532 11.36 4.04 99 4.80 50 0.34 0.10 0.10 F 272 B
2022-02-25 16:42:23.89 24.2438 121.7460 62.42 4.47 99 7.10 40 0.29 0.20 0.10 F 312 B
2022-03-05 06:54:08.46 24.3927 121.9403 32.33 4.09 99 17.50 71 0.30 0.10 0.10 F 245 B
2022-03-09 12:22:14.02 23.2552 121.4280 33.37 5.71 99 7.20 54 0.37 0.20 0.20 F 301 B
2022-03-17 23:47:24.43 23.8227 121.9623 40.35 4.05 99 37.80 48 0.45 0.20 0.30 F 270 B
2022-03-22 17:41:38.85 23.3985 121.6118 25.73 6.70 99 18.80 45 0.44 0.60 0.50 F 263 A
2022-03-22 17:42:38.87 23.4397 121.4870 28.41 5.79 84 14.10 123 0.33 0.20 0.20 F 129 C
2022-03-22 17:43:25.40 23.4230 121.4277 22.63 6.21 99 11.50 116 0.40 0.10 0.20 F 224 C
2022-03-22 17:44:06.44 23.4142 121.4458 21.74 4.94 33 10.90 157 0.27 0.30 0.40 F 51 C
2022-03-22 17:44:35.24 23.4128 121.4373 19.84 4.74 24 10.80 149 0.33 0.40 0.60 F 35 C
2022-03-22 17:44:59.13 23.4610 121.4028 20.07 4.52 27 6.90 134 0.28 0.70 0.60 F 47 B
2022-03-22 17:45:26.89 23.4582 121.4392 20.87 4.42 46 10.40 153 0.31 0.60 0.50 F 76 C
2022-03-22 17:46:05.85 23.3808 121.4845 30.18 4.87 99 7.90 119 0.35 0.20 0.20 F 194 C
2022-03-22 17:46:36.23 23.3827 121.4500 32.56 4.33 32 7.30 166 0.41 0.50 0.40 F 63 C
2022-03-22 17:47:03.79 23.4328 121.5128 28.61 4.61 85 14.40 112 0.42 0.20 0.30 F 166 C
2022-03-22 17:47:37.83 23.3735 121.4663 31.56 4.36 38 6.50 187 0.32 0.30 0.30 F 74 D
2022-03-22 17:48:37.03 23.4395 121.4647 27.06 4.31 85 13.60 53 0.31 0.20 0.20 F 146 B
2022-03-22 17:49:03.56 23.4217 121.4935 26.67 4.26 62 12.50 120 0.38 0.70 0.40 F 112 B
2022-03-22 17:49:29.20 23.4457 121.4080 21.52 4.16 62 8.30 98 0.37 0.60 0.50 F 98 B
2022-03-22 17:50:37.02 23.4060 121.4442 23.25 4.10 99 10.00 114 0.39 0.50 0.30 F 161 B
2022-03-22 17:50:56.46 23.4070 121.4388 24.10 4.15 57 10.10 154 0.35 0.60 0.30 F 87 C
2022-03-22 17:51:39.71 23.4490 121.4605 22.94 4.29 99 12.80 110 0.27 0.10 0.10 F 253 B
2022-03-22 17:52:43.84 23.4237 121.4803 28.48 4.01 99 12.30 108 0.37 0.20 0.20 F 140 C
2022-03-22 17:52:58.39 23.3988 121.4325 22.68 4.50 99 9.30 94 0.34 0.10 0.10 F 247 C
2022-03-22 17:53:26.73 23.4570 121.4827 26.94 4.01 45 14.60 166 0.29 0.30 0.40 F 75 C
2022-03-22 17:54:04.26 23.4283 121.5070 30.14 4.29 99 13.60 61 0.34 0.20 0.20 F 258 B
2022-03-22 17:55:46.47 23.3783 121.4462 23.70 4.51 99 6.90 93 0.39 0.10 0.10 F 240 C
2022-03-22 17:58:47.64 23.4503 121.5068 24.88 4.16 99 15.90 75 0.26 0.10 0.10 F 233 B
2022-03-22 17:59:50.34 23.3413 121.4470 29.31 4.32 99 2.80 86 0.29 0.10 0.10 F 255 B
2022-03-22 18:00:53.85 23.4077 121.4363 23.42 4.36 99 10.20 79 0.25 0.10 0.10 F 270 B
2022-03-22 18:03:12.91 23.3617 121.4555 29.79 4.20 99 5.00 87 0.30 0.10 0.10 F 282 B
2022-03-22 18:03:48.83 23.3898 121.4402 23.69 4.71 99 8.20 59 0.29 0.10 0.10 F 283 B
2022-03-22 18:10:51.91 23.5003 121.4310 18.74 4.72 99 8.80 56 0.30 0.10 0.10 F 231 B
2022-03-22 18:11:34.48 23.4038 121.4490 23.35 5.08 99 9.70 95 0.28 0.10 0.10 F 282 B
2022-03-22 18:17:25.78 23.3743 121.4358 23.67 4.01 99 6.60 149 0.32 0.10 0.10 F 200 C
2022-03-22 18:19:04.25 23.4568 121.4900 27.23 4.22 99 15.30 104 0.32 0.10 0.20 F 182 C
2022-03-22 18:22:12.34 23.4852 121.4438 23.70 4.46 99 10.10 84 0.32 0.20 0.20 F 173 B
2022-03-22 18:22:23.40 23.4252 121.4962 26.10 4.25 25 12.90 158 0.40 0.40 0.80 F 37 C
2022-03-22 18:37:35.90 23.3682 121.4887 30.86 4.06 72 6.90 115 0.36 0.30 0.20 F 115 C
2022-03-22 18:37:50.77 23.4223 121.5225 35.71 5.51 99 13.80 36 0.32 0.10 0.10 F 315 B
2022-03-22 18:39:29.28 23.3823 121.4332 23.26 4.09 23 7.50 183 0.31 0.40 0.40 F 43 D
2022-03-22 18:40:55.11 23.4450 121.4512 25.15 4.46 99 12.10 95 0.32 0.10 0.10 F 252 C
2022-03-22 18:42:41.95 23.3572 121.4802 31.59 4.00 92 5.40 158 0.29 0.20 0.20 F 158 C
2022-03-22 18:42:54.74 23.4093 121.4885 32.05 4.04 53 11.00 168 0.38 0.30 0.30 F 75 C
2022-03-22 19:14:56.89 23.4652 121.4965 27.54 4.78 99 15.80 32 0.32 0.10 0.10 F 304 B
2022-03-22 19:35:03.93 23.4812 121.5007 28.88 5.87 99 15.90 55 0.27 0.10 0.20 F 298 B
2022-03-22 19:36:49.94 23.4977 121.4873 24.51 4.60 77 14.50 163 0.28 0.20 0.20 F 136 C
2022-03-22 19:46:25.99 23.4942 121.4972 25.85 4.11 99 15.50 103 0.33 0.20 0.20 F 176 C
2022-03-22 20:29:59.12 23.4190 121.4300 22.57 6.04 99 11.60 42 0.29 0.10 0.10 F 317 B
2022-03-22 20:33:55.56 23.4505 121.4840 21.40 4.25 99 15.00 155 0.32 0.30 0.30 F 143 C
2022-03-22 20:40:00.25 23.4218 121.4120 19.99 4.14 99 10.50 66 0.33 0.10 0.10 F 243 B
2022-03-22 20:40:34.23 23.4292 121.4948 25.75 4.50 99 13.30 32 0.34 0.10 0.10 F 328 B
2022-03-22 20:49:40.99 23.4058 121.4062 21.82 4.08 99 10.90 40 0.31 0.10 0.10 F 330 B
2022-03-22 21:12:16.74 23.3600 121.4632 29.79 4.01 99 5.00 64 0.30 0.10 0.10 F 307 B
2022-03-22 21:27:47.09 23.4342 121.4855 27.23 4.12 99 13.50 57 0.33 0.10 0.10 F 336 B
2022-03-22 21:33:19.58 23.4718 121.4095 19.29 4.00 99 7.00 35 0.34 0.10 0.10 F 290 B
2022-03-22 21:41:08.12 23.3330 121.4178 19.32 5.03 99 3.90 46 0.24 0.10 0.10 F 285 B
2022-03-22 21:44:08.48 23.3303 121.4038 18.50 4.01 82 5.10 77 0.29 0.20 0.10 F 137 B
2022-03-22 22:21:24.32 23.4935 121.4768 23.94 4.27 99 13.40 33 0.31 0.20 0.20 F 304 B
2022-03-22 22:26:17.98 23.3743 121.4457 24.98 4.44 99 6.40 44 0.34 0.10 0.10 F 282 B
2022-03-22 22:43:24.72 23.4148 121.4618 25.59 4.64 99 11.00 58 0.36 0.10 0.10 F 222 B
2022-03-22 22:43:49.52 23.4258 121.4363 22.86 4.40 45 12.00 153 0.33 0.20 0.30 F 75 C
2022-03-22 23:08:37.29 23.3280 121.4095 19.49 4.28 99 4.40 36 0.35 0.10 0.10 F 211 B
2022-03-22 23:09:48.23 23.3260 121.4015 19.07 4.08 96 5.20 73 0.31 0.10 0.10 F 156 B
2022-03-23 00:05:02.34 23.4407 121.4880 28.29 4.43 99 14.30 32 0.30 0.10 0.10 F 339 B
2022-03-23 00:09:58.81 23.3447 121.4212 19.09 4.53 99 4.40 28 0.29 0.10 0.10 F 324 B
2022-03-23 00:10:26.55 23.3460 121.4112 20.65 4.21 48 5.30 111 0.36 0.70 0.60 F 74 B
2022-03-23 01:55:55.97 23.4458 121.4798 26.76 4.74 99 14.60 58 0.30 0.10 0.10 F 221 B
2022-03-23 02:10:01.35 23.4438 121.5018 30.76 4.19 99 15.00 34 0.30 0.10 0.10 F 288 B
2022-03-23 04:25:48.72 23.4520 121.4593 24.19 4.65 99 12.50 34 0.36 0.10 0.10 F 310 B
2022-03-23 04:26:09.29 23.4618 121.4632 23.60 4.07 15 12.60 171 0.28 0.50 0.90 F 30 C
2022-03-23 08:13:45.54 23.4233 121.4768 28.92 4.04 99 12.10 91 0.27 0.10 0.10 F 240 B
2022-03-23 09:18:59.79 23.3105 121.4017 18.46 4.53 99 5.10 79 0.25 0.10 0.10 F 251 B
2022-03-23 09:38:13.35 23.3538 121.4243 20.41 4.29 99 5.00 44 0.32 0.10 0.10 F 244 B
2022-03-23 09:38:47.51 23.3548 121.4217 18.47 4.16 78 5.20 47 0.32 0.10 0.10 F 147 B
2022-03-23 19:21:11.85 23.4325 121.4593 28.48 4.02 99 12.90 108 0.25 0.10 0.10 F 239 B
2022-03-23 20:24:20.75 23.4378 121.4773 28.54 4.07 99 13.70 59 0.28 0.20 0.20 F 261 B
2022-03-23 20:45:29.75 23.4518 121.4865 26.92 4.83 99 15.10 37 0.38 0.10 0.10 F 296 B
2022-03-24 00:38:13.74 23.4417 121.4615 25.63 4.48 99 13.20 81 0.24 0.20 0.20 F 148 B
2022-03-24 00:38:26.08 23.4442 121.4320 25.00 5.71 99 10.40 43 0.40 0.20 0.20 F 305 B
2022-03-24 01:35:10.92 23.4333 121.4460 24.80 4.35 99 12.30 84 0.23 0.10 0.10 F 304 B
2022-03-24 10:03:44.43 23.4398 121.4880 28.64 4.14 99 14.20 58 0.28 0.20 0.20 F 243 B
2022-03-24 10:44:52.33 23.3515 121.4247 19.57 4.18 99 4.70 56 0.26 0.10 0.10 F 254 B
2022-03-25 01:08:27.93 23.4263 121.4008 8.61 4.07 99 9.40 35 0.43 0.10 0.10 F 210 C
2022-03-27 00:15:03.29 23.3958 121.4413 25.08 4.46 99 8.90 104 0.30 0.10 0.10 F 330 B
2022-03-28 09:00:26.27 23.1108 121.3170 16.78 4.65 99 5.90 58 0.35 0.10 0.10 F 275 B
2022-03-29 10:56:56.00 23.4647 121.4837 27.72 4.32 99 14.50 94 0.27 0.10 0.10 F 318 B
2022-03-30 14:21:26.65 23.7223 121.5068 4.25 4.08 99 4.40 56 0.28 0.10 0.10 F 263 B
2022-03-30 21:13:49.35 23.4465 121.4927 27.60 4.42 99 15.00 104 0.30 0.10 0.10 F 296 C
2022-04-01 21:26:52.45 23.4288 121.4673 29.01 4.71 99 12.60 110 0.34 0.10 0.10 F 265 C
2022-04-02 15:42:20.85 22.8360 121.5293 18.24 4.55 99 19.00 125 0.41 0.20 0.20 F 257 C
2022-04-02 07:02:27.52 23.2962 121.4927 35.54 4.18 99 4.80 120 0.32 0.10 0.10 F 284 C
2022-04-04 05:24:19.51 23.3107 121.4745 33.65 4.11 99 2.50 127 0.30 0.10 0.10 F 262 B
2022-04-07 03:41:00.56 23.0913 121.3428 19.56 4.95 99 3.10 88 0.32 0.10 0.10 F 284 B
2022-04-09 15:45:57.56 24.6333 121.7103 8.53 4.09 99 0.60 42 0.34 0.10 0.10 F 237 B
2022-04-11 05:17:55.77 23.4437 121.4965 29.78 4.55 99 14.80 107 0.28 0.10 0.10 F 301 B
2022-04-12 21:32:21.39 24.0300 121.7610 8.74 4.29 99 16.20 92 0.46 0.20 0.20 F 240 C
2022-04-13 09:28:02.37 24.4593 121.8878 13.71 4.20 99 11.20 78 0.44 0.10 0.10 F 229 B
2022-04-14 19:06:58.03 23.7215 121.5072 6.62 4.91 99 4.40 59 0.42 0.10 0.10 F 262 B
2022-04-14 07:31:41.46 24.4485 121.9238 16.22 4.12 99 14.80 82 0.35 0.20 0.10 F 233 B
2022-04-14 19:09:13.33 23.7178 121.4987 6.33 4.17 99 5.10 60 0.37 0.10 0.10 F 217 B
2022-04-15 02:25:54.45 24.6980 121.9325 71.82 4.12 99 12.40 55 0.26 0.10 0.10 F 296 B
2022-04-16 18:25:23.83 23.3110 121.4812 33.60 4.01 99 3.10 126 0.29 0.20 0.10 F 268 B
2022-04-22 01:37:44.21 23.5597 121.5470 27.94 4.46 99 16.40 103 0.28 0.10 0.10 F 274 B
2022-04-23 07:31:36.95 23.9672 121.6073 39.31 4.69 99 1.10 85 0.33 0.20 0.20 F 273 B
2022-04-23 12:59:11.95 24.6145 121.5903 75.94 4.07 99 3.00 29 0.26 0.20 0.20 F 245 B
2022-04-23 17:53:48.16 24.6327 121.8248 69.25 5.12 99 4.40 44 0.21 0.10 0.10 F 343 B
2022-04-25 06:35:02.68 23.7342 121.5597 5.21 4.07 99 3.20 126 0.36 0.10 0.10 F 272 C
2022-04-25 21:30:35.06 23.2907 121.5157 34.63 4.78 99 7.20 115 0.34 0.20 0.20 F 270 C
2022-04-26 02:18:36.09 24.3005 121.7868 49.96 4.10 99 3.90 71 0.30 0.20 0.10 F 236 B
2022-04-27 22:09:16.40 23.5702 121.5470 29.02 4.23 99 15.20 100 0.34 0.20 0.20 F 250 C
2022-05-02 18:43:13.35 24.0685 121.6613 29.20 4.85 99 5.90 71 0.31 0.10 0.10 F 287 B
2022-05-05 15:06:56.84 22.9840 121.3557 39.76 4.17 99 5.40 124 0.41 0.20 0.20 F 279 C
2022-05-07 23:23:46.97 23.4375 121.4995 28.85 4.53 99 9.80 105 0.36 0.20 0.20 F 277 C
2022-05-11 17:14:49.46 23.4572 121.5022 28.07 4.11 99 8.90 103 0.35 0.10 0.20 F 250 C
2022-05-12 14:47:10.54 23.6678 121.5082 4.99 4.30 99 6.00 87 0.39 0.10 0.10 F 243 C
2022-05-12 07:58:45.24 23.4695 121.5203 30.17 4.06 99 10.20 105 0.34 0.10 0.20 F 270 C
2022-06-01 08:16:47.54 23.3900 121.4520 25.04 4.26 99 8.20 109 0.37 0.10 0.10 F 227 C
2022-06-02 21:09:04.04 23.4352 121.5025 28.38 4.57 99 10.20 106 0.34 0.10 0.10 F 280 C
2022-06-04 21:36:31.26 23.3002 121.4385 26.44 4.05 99 2.20 114 0.31 0.10 0.10 F 278 C
2022-06-05 04:35:34.16 23.0078 121.4077 40.69 4.22 99 10.60 111 0.35 0.20 0.20 F 277 C
2022-06-07 19:47:39.78 23.9082 121.6523 39.16 4.23 99 5.10 97 0.29 0.10 0.10 F 304 B
2022-06-10 06:03:39.00 23.2922 121.4613 28.59 4.33 99 2.90 119 0.34 0.20 0.20 F 230 C
2022-06-16 11:00:55.77 24.5815 121.6518 64.37 4.49 99 8.70 35 0.29 0.20 0.20 F 268 B
2022-06-18 02:57:31.42 23.2338 121.3663 17.83 4.57 99 8.40 96 0.33 0.10 0.10 F 259 C
2022-06-20 01:05:07.78 23.6855 121.4543 7.00 6.09 99 3.30 92 0.32 0.10 0.10 F 339 C
2022-06-20 01:05:47.27 23.6905 121.4223 7.89 5.27 55 2.40 96 0.28 0.10 0.10 F 92 B
2022-06-20 01:06:18.62 23.7125 121.4932 5.32 4.52 28 5.60 108 0.26 0.20 0.30 F 46 B
2022-06-20 01:07:24.25 23.6892 121.4190 8.97 4.32 61 2.40 86 0.27 0.10 0.10 F 105 B
2022-06-20 01:39:42.95 23.7267 121.4645 9.46 5.15 99 7.40 64 0.35 0.10 0.10 F 294 B
2022-06-20 03:03:08.86 23.7265 121.5005 3.81 4.31 99 5.20 58 0.39 0.10 0.10 F 257 C
2022-06-20 03:04:26.56 23.7162 121.4987 4.02 4.36 99 5.10 66 0.28 0.10 0.10 F 230 B
2022-06-20 04:15:14.13 23.6457 121.4870 6.29 4.60 99 6.60 82 0.30 0.10 0.10 F 250 C
2022-06-20 04:15:40.77 23.7050 121.4407 8.59 4.01 30 4.20 113 0.22 0.20 0.20 F 51 B
2022-06-20 10:48:30.31 23.7288 121.5110 5.74 4.32 99 4.40 45 0.31 0.10 0.10 F 290 B
2022-06-21 01:30:04.49 23.6315 121.5768 6.18 4.25 99 9.00 114 0.54 0.30 0.30 F 215 C
2022-06-21 12:05:29.90 23.7190 121.4937 6.36 4.17 99 5.60 60 0.32 0.10 0.10 F 248 B
2022-06-22 21:02:43.10 23.6370 121.5327 4.32 4.63 99 8.00 93 0.39 0.10 0.20 F 263 C
2022-06-23 20:21:21.72 23.6282 121.5120 5.94 4.58 99 9.50 93 0.30 0.10 0.10 F 269 C
2022-06-24 05:47:56.30 23.6347 121.3903 9.82 4.09 87 5.30 104 0.36 0.10 0.10 F 162 C
2022-06-24 07:09:27.00 23.6350 121.5223 3.64 4.34 99 8.50 102 0.40 0.10 0.10 F 239 C
2022-06-25 02:27:19.77 23.6415 121.4042 9.36 5.05 99 3.80 76 0.27 0.10 0.10 F 307 B
2022-06-25 02:32:24.81 23.6207 121.3852 9.58 4.35 99 6.90 102 0.38 0.10 0.10 F 282 C
2022-06-25 02:35:36.39 23.6230 121.5120 2.75 4.07 99 10.00 96 0.40 0.10 0.10 F 248 C
2022-06-25 02:37:39.03 23.6185 121.3933 9.33 4.41 99 6.60 107 0.38 0.10 0.10 F 306 C
2022-06-25 13:34:35.01 23.6210 121.4170 9.98 5.26 99 5.40 83 0.30 0.20 0.10 F 321 B
