date time lat lon depth ML nstn dmin gap trms ERH ERZ fixed nph quality
2019-01-08 12:16:46.27 23.2440 121.5333 34.03 5.49 99 11.60 117 0.30 0.20 0.10 F 289 B
2019-01-13 18:28:26.63 22.9332 121.2057 28.54 4.36 99 8.30 50 0.38 0.10 0.20 F 242 B
2019-01-15 20:28:43.47 24.4532 121.8087 7.60 4.04 99 3.20 73 0.31 0.10 0.10 F 230 B
2019-01-16 12:52:48.96 23.3568 121.6677 31.22 4.02 99 22.50 130 0.28 0.30 0.20 F 246 B
2019-01-30 22:14:03.18 24.4002 121.8562 24.57 4.07 99 9.40 68 0.49 0.20 0.10 F 240 B
2019-02-05 11:32:31.43 24.3393 121.9158 35.73 4.53 99 17.30 68 0.27 0.10 0.10 F 269 B
2019-02-12 18:23:02.06 23.7468 121.5752 5.36 4.39 99 4.70 113 0.32 0.10 0.10 F 279 C
2019-02-15 14:08:07.11 23.7977 121.7483 45.60 5.17 99 18.90 120 0.26 0.20 0.20 F 290 B
2019-03-06 01:33:29.46 24.7608 121.7862 86.65 4.17 99 3.10 33 0.26 0.20 0.20 F 233 B
2019-03-07 15:27:00.72 23.9688 121.6085 38.30 4.03 99 0.90 91 0.29 0.20 0.20 F 258 B
2019-03-09 17:27:29.70 23.9282 121.4513 19.84 4.06 99 5.90 51 0.29 0.10 0.20 F 247 B
2019-03-11 15:51:50.40 23.4242 121.7172 28.27 4.13 99 29.60 137 0.30 0.30 0.20 F 259 C
2019-03-13 04:32:34.97 23.5950 121.5887 35.91 5.42 99 13.20 109 0.32 0.20 0.10 F 284 C
2019-03-13 21:07:22.67 23.0562 121.3542 17.73 4.77 99 5.00 108 0.40 0.20 0.10 F 232 C
2019-03-16 00:45:51.96 23.2187 121.3890 18.92 4.62 99 3.10 91 0.31 0.20 0.10 F 226 C
2019-03-17 12:44:22.85 24.4387 121.9107 24.53 4.25 99 13.50 69 0.26 0.10 0.10 F 215 B
2019-03-19 04:01:34.37 24.7507 121.9343 83.17 4.91 99 10.20 89 0.23 0.20 0.20 F 251 B
2019-03-25 02:43:21.75 23.5202 121.7062 16.42 4.06 99 26.40 131 0.31 0.20 0.20 F 240 C
2019-03-30 16:07:08.78 24.5313 121.5925 66.29 4.02 99 6.70 28 0.27 0.20 0.20 F 265 B
2019-04-04 12:56:50.06 23.7110 121.5772 31.48 4.68 99 3.00 102 0.28 0.10 0.10 F 297 B
2019-04-08 13:27:08.64 24.1780 121.8955 25.21 4.10 99 20.70 85 0.31 0.20 0.20 F 253 B
2019-04-09 15:13:21.89 23.9835 121.5677 11.65 5.12 99 4.80 60 0.34 0.10 0.10 F 277 B
2019-04-09 20:24:13.58 23.9662 121.5573 10.25 4.87 99 5.80 53 0.33 0.10 0.10 F 267 B
2019-04-09 22:57:52.35 24.1873 121.8787 25.67 5.03 99 18.80 84 0.32 0.10 0.10 F 284 B
2019-04-11 09:23:51.22 24.7777 121.9247 87.84 4.19 99 7.40 90 0.29 0.30 0.20 F 234 B
2019-04-15 15:26:22.97 24.0452 121.5200 20.03 4.22 99 9.20 39 0.30 0.10 0.10 F 276 B
2019-04-18 05:01:07.11 24.0543 121.5592 20.33 6.32 99 5.50 63 0.33 0.20 0.10 F 321 B
2019-04-18 05:17:26.63 24.0815 121.5298 20.62 4.23 99 7.60 42 0.40 0.10 0.10 F 346 B
2019-04-21 08:09:48.40 24.7505 121.8187 10.01 4.00 99 6.50 53 0.41 0.10 0.10 F 221 B
2019-04-25 20:51:43.04 23.5470 121.5315 29.87 4.29 99 12.50 106 0.30 0.20 0.20 F 215 C
2019-05-01 03:17:58.70 23.7870 121.4325 18.52 4.21 99 2.90 38 0.33 0.10 0.10 F 235 B
2019-05-02 21:47:43.54 24.8270 121.9157 100.90 4.37 99 3.30 47 0.25 0.20 0.20 F 323 B
2019-05-02 10:44:43.05 24.4862 121.9417 41.15 4.92 99 14.10 90 0.27 0.20 0.10 F 279 B
2019-05-13 08:55:21.39 24.7522 121.9005 87.98 5.20 99 10.90 71 0.27 0.20 0.10 F 284 B
2019-05-15 10:16:59.79 23.7653 121.9685 25.72 4.02 99 40.40 129 0.33 0.20 0.30 F 273 C
2019-05-17 15:37:37.15 23.4863 121.4752 41.67 4.07 99 5.30 97 0.34 0.20 0.20 F 260 C
2019-05-22 01:37:24.91 23.9618 121.6433 28.80 4.81 99 3.40 95 0.25 0.20 0.10 F 261 B
2019-05-23 06:12:49.39 24.0167 121.5488 14.45 4.96 99 8.00 39 0.30 0.10 0.10 F 252 B
2019-05-25 06:27:40.85 23.2108 121.3905 21.31 4.40 99 2.20 94 0.29 0.10 0.10 F 233 B
2019-05-27 14:06:26.62 24.4940 121.6492 44.13 4.20 99 12.70 26 0.27 0.20 0.20 F 253 B
2019-06-02 07:51:23.85 24.7122 121.9432 64.93 4.24 99 14.30 83 0.30 0.20 0.20 F 271 B
2019-06-04 12:17:00.66 23.2547 121.5877 41.16 4.26 99 15.50 117 0.28 0.20 0.10 F 265 B
2019-06-04 09:46:18.99 22.8423 121.6117 14.68 5.93 99 23.70 117 0.33 0.20 0.30 F 245 C
2019-06-05 19:27:20.57 23.8332 121.5773 22.41 4.65 99 5.30 87 0.26 0.10 0.10 F 262 B
2019-06-15 16:25:28.19 23.8543 121.6410 37.48 4.03 99 6.80 104 0.25 0.10 0.10 F 266 B
2019-06-19 12:03:17.07 23.3067 121.3838 39.90 4.22 99 7.00 80 0.33 0.20 0.20 F 278 B
2019-07-04 10:10:27.72 23.9765 121.6112 44.50 4.04 99 0.30 72 0.33 0.20 0.20 F 241 B
2019-07-26 06:39:56.54 24.7520 121.8430 62.65 4.73 99 8.90 50 0.25 0.20 0.20 F 253 B
2019-08-02 22:24:43.96 23.6878 121.5360 4.10 4.96 99 2.50 113 0.34 0.10 0.10 F 259 C
2019-08-02 13:53:08.78 23.7087 121.5253 4.22 4.65 99 2.30 76 0.34 0.10 0.10 F 229 B
2019-08-04 06:25:52.46 23.6773 121.5328 3.01 4.13 99 3.70 107 0.32 0.10 0.10 F 245 C
2019-08-06 01:31:30.40 23.6788 121.5233 3.65 4.69 99 4.00 107 0.39 0.10 0.10 F 269 C
2019-08-06 01:19:48.74 23.6725 121.5303 4.57 5.10 99 4.30 99 0.34 0.10 0.10 F 263 C
2019-08-07 23:02:22.88 24.6082 121.8180 68.01 4.65 99 4.20 45 0.27 0.20 0.20 F 247 B
2019-08-07 21:28:03.56 24.4363 121.9097 24.15 6.24 99 13.40 65 0.26 0.10 0.10 F 301 B
2019-08-10 22:12:38.73 23.7358 121.5257 6.12 4.27 99 3.80 62 0.38 0.10 0.10 F 221 B
2019-08-10 21:39:43.15 23.7213 121.5233 4.72 4.41 79 2.90 57 0.38 0.10 0.10 F 152 B
2019-08-10 21:39:24.57 23.7228 121.5252 4.76 4.22 99 2.80 45 0.39 0.10 0.10 F 255 B
2019-08-10 10:10:47.08 22.5287 121.4140 103.04 4.10 99 17.00 142 0.36 0.30 0.20 F 291 C
2019-08-10 08:03:18.59 23.6608 121.5137 3.48 4.14 99 6.20 108 0.33 0.10 0.10 F 223 C
2019-08-17 14:52:10.58 23.7198 121.5302 7.04 4.71 10 2.20 106 0.24 0.30 0.30 F 14 B
2019-08-17 14:52:05.92 23.7387 121.5422 7.07 4.54 99 3.50 93 0.35 0.10 0.10 F 229 C
2019-08-18 04:05:32.43 23.7218 121.5157 3.63 4.14 7 3.60 134 0.07 0.20 0.30 F 12 B
2019-08-18 04:05:14.78 23.7433 121.5347 6.47 4.98 99 4.10 80 0.37 0.10 0.10 F 260 B
2019-08-31 07:50:19.23 22.9680 121.7288 23.93 4.79 99 39.10 137 0.31 0.20 0.20 F 243 C
2019-09-03 00:47:30.97 23.7480 121.5047 6.85 4.60 99 7.30 89 0.40 0.10 0.10 F 256 C
2019-09-10 06:08:02.95 24.0400 121.8317 5.71 4.60 99 23.30 96 0.49 0.20 0.20 F 217 C
2019-10-01 02:17:48.85 22.5803 121.0253 7.24 4.41 99 6.70 67 0.35 0.10 0.10 F 167 B
2019-10-05 14:34:23.86 24.3308 121.7142 32.91 4.21 99 2.60 53 0.27 0.10 0.10 F 268 B
2019-10-17 07:31:57.28 24.4242 121.8325 45.55 4.04 99 6.00 58 0.26 0.20 0.10 F 283 B
2019-10-27 23:28:03.17 24.4760 121.8908 26.71 4.50 99 11.90 72 0.33 0.20 0.10 F 232 B
2019-11-01 13:28:39.00 22.5980 121.3287 35.96 4.04 99 16.60 99 0.32 0.20 0.20 F 216 C
2019-11-02 19:26:34.76 24.4135 121.9083 26.89 4.46 99 13.70 72 0.52 0.20 0.10 F 270 C
2019-11-08 07:29:01.40 24.5430 121.8900 38.06 4.10 99 5.90 94 0.28 0.20 0.10 F 238 B
2019-11-10 00:13:21.19 23.9390 121.9243 37.85 4.46 99 31.90 122 0.34 0.20 0.20 F 280 C
2019-11-11 18:11:33.04 24.8782 121.9223 109.00 4.55 99 4.60 51 0.25 0.30 0.20 F 329 B
2019-11-17 18:56:56.61 24.5285 121.6960 59.83 4.29 99 11.80 62 0.28 0.20 0.20 F 300 B
2019-11-25 01:32:42.19 24.0340 121.7465 5.14 4.60 99 15.00 108 0.36 0.10 0.10 F 279 C
2019-12-01 17:34:40.74 24.3878 121.9620 26.86 4.24 99 17.20 72 0.41 0.10 0.10 F 254 B
2019-12-10 04:13:55.46 24.0467 121.4978 21.83 4.13 99 9.00 50 0.29 0.10 0.10 F 251 B
2019-12-11 14:02:05.56 24.7927 121.8853 10.52 4.11 99 8.00 62 0.40 0.20 0.20 F 211 B
2019-12-16 11:25:57.69 24.5418 121.7618 49.73 5.25 99 9.10 43 0.26 0.10 0.10 F 276 B
2019-12-16 23:41:52.26 24.0355 121.5182 18.08 4.19 99 8.20 26 0.31 0.20 0.20 F 196 B
2019-12-18 02:52:22.26 24.2645 121.8657 24.60 4.02 99 12.80 73 0.33 0.20 0.10 F 210 B
2019-12-21 14:09:55.85 23.0133 121.3888 39.57 4.40 99 9.50 120 0.34 0.20 0.10 F 239 C
2019-12-22 19:03:03.24 24.1870 121.9582 26.88 4.21 99 25.10 86 0.27 0.10 0.10 F 246 B
2019-12-31 19:10:10.54 24.0833 121.6710 10.80 4.95 99 6.70 86 0.31 0.20 0.10 F 248 B
2020-01-02 11:33:25.70 24.8338 121.6933 83.83 4.09 99 10.00 23 0.28 0.50 0.40 F 248 A
2020-01-08 19:06:42.37 23.9142 121.6388 40.24 4.62 99 3.90 99 0.26 0.20 0.10 F 281 B
2020-02-02 15:48:10.43 24.8267 121.8995 89.98 4.38 99 4.80 51 0.32 0.20 0.20 F 239 B
2020-02-03 17:02:56.84 23.5662 121.5282 33.32 5.19 99 13.40 107 0.31 0.10 0.10 F 262 C
2020-02-07 16:01:25.68 24.2167 121.6182 20.48 4.01 99 5.30 62 0.31 0.10 0.20 F 216 B
2020-02-13 20:25:06.91 23.6548 121.6308 32.71 4.22 99 10.30 117 0.27 0.10 0.10 F 266 B
2020-02-15 20:50:04.81 23.8323 121.5438 8.23 4.00 99 5.30 90 0.36 0.10 0.10 F 255 B
2020-02-15 20:13:47.85 23.8255 121.5455 8.57 4.00 99 4.60 88 0.28 0.10 0.10 F 250 B
2020-02-15 19:20:13.85 23.8468 121.5237 8.70 5.10 99 7.70 77 0.30 0.10 0.10 F 281 B
2020-02-15 19:16:32.98 23.8420 121.5212 9.09 4.26 99 7.40 75 0.36 0.10 0.10 F 232 B
2020-02-15 11:05:00.48 23.8482 121.5212 9.05 5.31 99 7.90 77 0.31 0.10 0.10 F 305 B
2020-02-15 11:00:06.50 23.8563 121.5107 8.32 5.73 99 8.60 68 0.34 0.10 0.10 F 263 C
2020-02-19 11:55:07.96 23.9922 121.0013 17.35 4.53 99 5.00 18 0.28 0.10 0.10 F 336 B
2020-02-19 05:28:11.90 23.8795 121.5178 9.63 4.25 42 9.00 83 0.35 0.40 0.60 F 69 A
2020-02-19 05:27:45.10 23.8700 121.5453 9.42 4.84 99 6.90 95 0.29 0.10 0.10 F 274 B
2020-02-20 13:16:15.79 23.8677 121.5517 10.16 4.09 99 6.50 93 0.34 0.10 0.10 F 269 C
2020-02-24 12:10:33.36 23.8312 121.5500 8.19 4.51 99 5.00 96 0.32 0.10 0.10 F 296 C
2020-02-25 12:27:03.16 24.3848 121.4055 5.27 4.18 99 5.90 36 0.35 0.10 0.10 F 268 C
2020-02-25 11:14:02.11 24.3915 121.4062 5.13 5.30 99 5.70 34 0.39 0.10 0.20 F 277 C
2020-02-26 05:34:15.14 23.8768 121.6157 26.53 4.91 99 3.30 95 0.31 0.10 0.10 F 277 C
2020-03-01 17:26:18.93 23.5853 121.5808 35.23 4.37 39 19.00 126 0.39 0.30 0.40 F 68 C
2020-04-08 23:49:19.56 24.2615 121.8603 25.93 4.86 99 12.40 72 0.28 0.10 0.10 F 292 B
2020-04-10 11:52:28.65 23.9022 121.7170 18.16 4.06 99 11.70 94 0.35 0.10 0.10 F 250 C
2020-04-21 15:02:11.61 24.0753 121.7463 38.55 4.55 99 14.40 82 0.32 0.20 0.10 F 283 B
2020-04-27 05:51:41.30 22.8663 121.1692 26.91 4.12 99 6.00 73 0.40 0.20 0.10 F 250 B
2020-05-03 03:24:40.90 23.2423 121.5680 40.25 5.97 99 14.50 99 0.32 0.20 0.10 F 313 C
2020-05-06 03:25:08.68 23.9527 121.6668 42.27 4.12 99 6.00 91 0.31 0.20 0.20 F 238 C
2020-05-06 13:00:33.64 24.1668 121.6635 15.22 4.05 99 4.20 91 0.33 0.10 0.10 F 236 C
2020-05-09 05:45:16.67 23.8480 121.6887 42.44 4.50 99 10.80 106 0.27 0.20 0.10 F 272 B
2020-05-14 14:57:35.75 23.8215 121.6173 35.26 4.13 99 6.70 104 0.34 0.20 0.20 F 269 C
2020-05-17 22:53:30.03 24.0317 121.6940 31.26 4.59 99 10.30 80 0.32 0.10 0.10 F 272 B
2020-05-24 22:31:30.49 24.3590 121.9538 23.78 5.24 99 18.90 66 0.50 0.10 0.10 F 262 C
2020-05-24 22:32:14.58 24.3433 121.9393 26.34 4.12 21 19.70 146 0.38 0.30 0.40 F 39 C
2020-05-29 22:58:06.52 24.7493 121.6132 71.71 4.13 99 2.90 25 0.24 0.20 0.20 F 242 B
2020-05-30 13:02:30.69 24.0980 121.5542 17.53 4.89 99 5.50 53 0.29 0.10 0.10 F 261 B
2020-06-07 01:49:23.26 24.1283 121.6408 12.10 4.97 99 3.80 64 0.36 0.10 0.10 F 240 B
2020-06-08 14:34:16.44 22.5255 121.1065 29.54 4.38 99 16.70 79 0.52 0.20 0.20 F 223 C
2020-06-12 00:21:35.34 24.0105 121.6877 31.42 4.75 99 8.50 87 0.32 0.20 0.10 F 265 B
2020-06-14 18:10:08.32 24.3972 121.6357 40.34 4.42 99 11.90 43 0.28 0.20 0.10 F 299 B
2020-06-16 23:17:00.06 24.6280 121.9738 61.44 4.88 99 11.80 93 0.28 0.10 0.10 F 275 B
2020-06-23 18:37:40.98 23.8292 121.7268 45.66 4.02 99 15.20 113 0.31 0.20 0.10 F 269 C
2020-06-23 16:25:19.31 24.0948 121.8303 6.51 4.18 99 22.20 77 0.40 0.10 0.30 F 224 C
2020-06-29 05:08:33.78 23.8708 121.6172 41.98 4.77 99 4.00 97 0.27 0.20 0.10 F 316 B
2020-06-30 12:17:12.39 23.1782 121.5753 38.64 4.56 99 18.40 116 0.35 0.20 0.20 F 261 C
2020-07-04 13:31:32.30 23.8692 121.1107 29.36 4.11 99 11.50 30 0.29 0.10 0.10 F 276 B
2020-07-04 23:28:15.64 24.2407 121.6475 16.71 4.05 99 9.10 76 0.29 0.10 0.10 F 256 B
2020-07-08 16:54:32.92 23.2470 121.2748 23.21 4.63 99 5.70 38 0.47 0.10 0.10 F 284 B
2020-07-09 03:24:23.31 24.1503 121.6765 29.38 4.93 99 5.50 66 0.32 0.10 0.10 F 270 B
2020-07-09 04:12:03.33 24.1542 121.6703 28.74 4.74 99 4.80 69 0.36 0.10 0.10 F 279 B
2020-07-12 02:09:44.11 24.0347 121.5473 45.33 4.15 99 7.80 75 0.33 0.20 0.20 F 236 B
2020-07-14 20:40:50.86 24.4570 121.7175 38.23 4.04 99 4.70 33 0.29 0.10 0.10 F 237 B
2020-08-08 23:24:30.47 22.9813 121.0363 10.13 4.00 99 12.70 35 0.30 0.10 0.20 F 259 B
2020-08-11 01:01:05.94 24.7175 121.9310 73.88 4.87 99 13.80 82 0.33 0.20 0.20 F 272 B
2020-08-11 19:50:20.24 22.7818 121.3068 31.17 4.11 99 15.90 67 0.32 0.10 0.10 F 268 B
2020-08-19 08:17:18.96 22.6208 121.0015 7.48 4.29 99 4.90 59 0.31 0.10 0.10 F 229 B
2020-08-29 23:11:40.12 23.8792 121.7208 49.41 4.16 99 12.40 102 0.30 0.20 0.20 F 256 C
2020-08-31 01:21:40.46 23.7553 121.6132 35.54 4.37 99 6.30 102 0.31 0.10 0.10 F 266 C
2020-09-02 08:44:39.71 22.7595 121.2055 32.23 4.72 99 5.30 62 0.40 0.10 0.10 F 266 B
2020-09-10 13:23:42.37 24.9535 121.7730 125.41 4.32 99 5.70 35 0.36 0.60 0.40 F 345 A
2020-09-17 01:37:52.09 23.0490 121.3323 19.11 4.99 99 6.80 101 0.30 0.10 0.10 F 245 C
2020-09-23 10:20:24.43 23.2137 121.5307 33.41 4.18 99 14.00 107 0.30 0.20 0.10 F 261 B
2020-09-23 04:00:02.01 23.3222 121.4993 32.81 4.90 99 4.90 121 0.34 0.20 0.20 F 280 C
2020-09-25 07:06:21.61 23.5960 121.8573 32.46 4.58 99 33.90 139 0.36 0.20 0.30 F 292 C
2020-10-06 16:54:05.29 22.5255 121.6863 23.37 4.02 99 27.60 159 0.45 0.30 0.40 F 241 C
2020-10-06 08:37:35.32 23.1455 121.1978 10.29 4.11 99 0.90 43 0.35 0.10 0.20 F 206 B
2020-10-11 12:39:10.53 23.9217 121.6677 40.26 4.32 99 7.00 92 0.30 0.20 0.10 F 276 B
2020-10-12 15:39:44.40 24.5052 121.8987 10.92 4.87 99 9.60 79 0.33 0.10 0.10 F 254 B
2020-10-17 01:16:34.97 24.0152 121.6788 39.29 4.44 99 8.00 85 0.34 0.20 0.20 F 264 B
2020-10-23 03:52:16.19 22.7140 121.3385 36.22 4.19 99 14.10 65 0.33 0.10 0.20 F 215 B
2020-10-26 01:08:03.92 24.5778 121.8448 63.65 4.72 99 0.30 50 0.25 0.10 0.10 F 261 B
2020-10-30 12:09:43.13 24.2523 121.8168 17.86 4.16 99 9.20 80 0.34 0.20 0.10 F 225 B
2020-11-01 01:48:31.28 24.9485 121.7877 126.60 4.07 99 4.60 42 0.39 0.30 0.30 F 270 B
2020-11-04 13:19:36.86 24.6553 121.9750 61.09 4.14 99 12.80 94 0.29 0.20 0.10 F 264 B
2020-11-05 18:36:12.16 22.5997 121.3718 25.85 5.43 99 27.90 112 0.46 0.10 0.20 F 267 C
2020-11-07 12:01:31.68 24.5027 121.9027 11.15 4.36 99 10.10 79 0.37 0.20 0.20 F 253 B
2020-11-08 02:45:00.40 22.6070 121.0062 7.38 4.13 99 4.70 61 0.33 0.10 0.10 F 194 B
2020-11-26 15:54:51.60 24.6925 121.9175 78.15 4.40 99 11.00 85 0.27 0.20 0.10 F 332 B
2020-11-30 01:57:12.13 24.8248 121.5480 85.30 4.35 99 7.00 24 0.24 0.30 0.20 F 239 B
2020-12-10 18:15:08.56 24.5285 121.9720 62.74 5.75 99 14.00 59 0.26 0.10 0.10 F 358 B
2020-12-10 05:29:38.58 23.4532 121.5533 38.02 5.43 99 18.40 117 0.31 0.10 0.10 F 295 C
2020-12-13 16:42:12.38 23.4372 121.9053 19.02 4.04 99 47.30 148 0.42 0.30 0.70 F 218 C
2020-12-19 01:17:04.58 23.9548 121.6393 29.88 4.03 99 3.50 93 0.32 0.20 0.20 F 204 C
2020-12-23 06:47:08.30 24.5432 121.5568 61.94 4.06 99 3.20 27 0.25 0.20 0.20 F 255 B
2020-12-28 23:40:11.10 24.5377 121.9613 62.20 4.41 99 12.70 74 0.29 0.20 0.10 F 265 B
2020-12-31 17:42:02.98 24.5285 121.7875 65.16 4.51 99 7.70 49 0.26 0.20 0.10 F 267 B
2021-01-05 20:09:26.91 23.7898 121.4455 13.62 4.34 99 2.50 39 0.31 0.10 0.10 F 269 B
2021-01-05 20:11:23.10 23.7922 121.4425 14.07 4.34 99 2.20 38 0.31 0.10 0.10 F 238 B
2021-01-07 06:01:30.71 24.4272 121.8905 19.93 4.10 99 11.60 83 0.37 0.20 0.20 F 173 B
2021-01-08 15:27:02.93 24.4198 121.8960 24.18 4.02 99 12.30 72 0.39 0.20 0.10 F 229 B
2021-01-10 03:23:29.58 23.7842 121.4432 13.67 4.97 99 3.10 40 0.34 0.10 0.10 F 291 B
2021-01-16 23:10:59.29 22.5413 121.3513 21.10 5.51 99 18.90 118 0.36 0.20 0.20 F 213 C
2021-01-31 10:12:02.44 22.9923 121.3545 38.70 4.00 99 5.60 114 0.35 0.20 0.10 F 248 C
2021-02-07 22:16:55.83 24.3883 121.9660 27.20 4.44 99 16.80 73 0.37 0.20 0.20 F 220 B
2021-02-08 23:35:44.58 23.9210 121.6725 46.79 4.05 99 7.40 94 0.26 0.20 0.20 F 246 B
2021-02-11 10:39:40.36 23.3720 121.3385 42.56 4.49 99 3.40 56 0.35 0.20 0.20 F 272 B
2021-02-14 04:25:04.54 23.1385 121.4743 41.34 4.50 99 10.00 127 0.35 0.20 0.10 F 267 C
2021-02-17 12:07:37.73 22.9658 121.2035 7.50 4.23 99 10.00 42 0.32 0.10 0.10 F 224 C
2021-02-20 17:58:12.55 24.0800 121.5243 21.15 4.06 99 8.20 40 0.30 0.10 0.10 F 253 B
2021-02-22 01:50:49.76 22.6213 121.5595 107.89 5.31 99 10.90 140 0.33 0.20 0.10 F 316 C
2021-02-24 20:09:07.94 24.6913 121.9817 59.48 4.77 99 15.40 96 0.30 0.20 0.20 F 265 B
2021-03-02 15:56:02.96 24.7498 121.9910 81.83 4.02 99 20.10 97 0.31 0.20 0.10 F 349 C
2021-03-08 01:39:33.31 23.2415 121.3760 20.40 4.03 99 5.90 91 0.28 0.10 0.10 F 220 B
2021-03-14 12:30:39.85 23.1688 121.4320 26.10 4.06 99 4.50 103 0.29 0.10 0.10 F 248 B
2021-03-16 20:13:13.67 24.3870 121.9173 23.91 4.31 99 15.50 69 0.29 0.10 0.10 F 257 B
2021-03-24 17:02:51.30 22.8398 121.2768 18.03 4.23 99 14.90 67 0.32 0.10 0.10 F 241 B
2021-03-25 21:30:23.40 22.6213 121.2930 30.91 4.61 99 18.90 84 0.37 0.10 0.10 F 259 B
2021-04-07 16:28:45.29 24.3895 121.9472 28.44 4.37 99 18.20 69 0.46 0.10 0.10 F 266 B
2021-04-07 13:19:36.02 23.8470 121.4622 17.38 4.94 99 4.40 35 0.32 0.10 0.10 F 254 B
2021-04-10 04:47:21.92 22.6842 121.3175 22.90 4.56 99 15.60 67 0.31 0.10 0.20 F 221 B
2021-04-12 01:08:08.39 24.0058 121.6798 30.17 4.09 99 7.60 104 0.50 0.60 0.40 F 239 B
2021-04-16 07:28:15.03 23.2968 121.4655 33.70 4.65 99 2.60 130 0.32 0.20 0.20 F 189 C
2021-04-18 14:14:37.80 23.8592 121.4800 14.42 6.26 99 6.50 45 0.26 0.10 0.10 F 322 B
2021-04-18 14:11:58.55 23.8852 121.4423 13.47 4.58 11 8.10 76 0.24 0.80 0.80 F 17 A
2021-04-18 14:11:39.58 23.8712 121.4847 16.30 5.80 99 7.90 66 0.26 0.10 0.10 F 309 B
2021-04-21 03:01:47.79 23.8207 121.4438 14.68 4.05 99 1.00 39 0.35 0.10 0.10 F 186 B
2021-04-28 22:30:16.86 23.9317 121.4775 18.65 4.08 99 4.10 47 0.31 0.10 0.10 F 250 B
2021-05-04 22:42:56.25 22.8968 121.3690 33.16 4.36 99 22.20 110 0.36 0.10 0.10 F 235 C
2021-05-08 04:35:02.31 23.9288 121.4607 19.65 4.06 99 5.20 45 0.35 0.10 0.10 F 266 B
2021-05-09 07:38:56.27 24.3518 121.8488 58.32 4.02 99 11.30 46 0.28 0.20 0.20 F 305 B
2021-05-13 08:38:17.50 23.0702 121.4652 38.54 4.04 99 9.90 59 0.33 0.30 0.20 F 196 B
2021-05-18 17:54:39.88 22.5867 121.3632 33.82 4.18 99 28.10 54 0.39 0.20 0.30 F 225 B
2021-05-19 05:00:28.35 24.8012 121.8980 12.35 4.27 99 6.50 63 0.28 0.20 0.20 F 145 B
2021-05-22 19:57:43.65 23.8793 121.4567 22.68 4.49 99 10.20 26 0.31 0.10 0.10 F 270 B
2021-05-22 21:34:42.84 24.4530 121.9427 31.25 4.34 99 16.70 76 0.41 0.20 0.10 F 259 B
2021-05-25 16:48:00.50 23.9385 121.4888 20.19 5.01 99 3.00 28 0.31 0.10 0.10 F 264 B
2021-06-09 22:42:31.51 23.9078 121.5383 11.97 4.45 99 6.50 36 0.32 0.10 0.10 F 230 B
2021-06-11 05:12:48.90 23.9028 121.5247 11.32 5.12 99 7.70 24 0.28 0.10 0.10 F 281 B
2021-06-11 05:14:22.15 23.8897 121.5240 9.90 4.50 99 8.10 89 0.35 0.10 0.10 F 208 B
2021-06-11 07:33:26.31 23.8903 121.5300 10.62 5.46 99 7.50 23 0.28 0.10 0.10 F 266 B
2021-06-11 07:34:10.35 23.8840 121.4910 8.43 4.10 12 9.00 66 0.31 0.60 0.60 F 21 B
2021-06-11 07:36:43.99 23.8905 121.5220 10.78 4.94 99 8.30 50 0.33 0.10 0.10 F 294 B
2021-06-11 08:53:47.51 23.8652 121.5618 10.94 4.34 99 5.90 37 0.36 0.10 0.10 F 253 B
2021-06-11 08:55:20.01 23.8690 121.5613 10.65 4.20 99 5.60 93 0.36 0.10 0.10 F 196 C
2021-06-11 21:58:58.61 22.6543 121.0592 5.93 5.33 99 11.90 55 0.33 0.10 0.10 F 286 C
2021-06-13 02:39:11.07 23.8607 121.6335 41.06 4.30 99 5.70 34 0.32 0.20 0.20 F 249 B
2021-06-14 15:44:52.63 23.8935 121.5193 11.80 4.09 99 8.40 22 0.35 0.10 0.10 F 261 B
2021-06-20 07:03:56.42 24.5452 121.8283 9.82 4.02 99 3.70 67 0.31 0.10 0.10 F 219 B
2021-06-20 14:50:13.51 23.7933 121.4727 10.77 5.03 99 3.80 25 0.30 0.10 0.10 F 322 B
2021-06-23 05:40:24.72 24.0657 121.4993 23.63 4.88 99 10.90 28 0.32 0.10 0.10 F 312 B
2021-06-28 09:08:18.24 23.8743 121.4535 18.45 4.75 99 7.00 26 0.31 0.10 0.10 F 264 B
2021-07-05 15:12:31.85 23.8833 121.4535 21.98 4.75 99 8.00 25 0.36 0.10 0.10 F 271 B
2021-07-06 19:21:45.55 23.8953 121.5738 6.86 4.33 99 3.00 35 0.40 0.10 0.10 F 235 B
2021-07-06 10:26:35.04 23.8773 121.5245 10.12 4.65 99 8.40 26 0.32 0.10 0.10 F 268 B
2021-07-07 23:31:02.91 23.8918 121.5555 8.39 4.12 99 4.90 26 0.33 0.10 0.10 F 250 B
2021-07-07 22:11:55.57 23.8923 121.5672 8.24 5.51 99 3.80 31 0.46 0.20 0.10 F 266 B
2021-07-07 13:38:27.77 23.8877 121.5740 9.10 4.68 99 3.40 35 0.42 0.10 0.10 F 272 B
2021-07-07 11:39:12.95 23.8983 121.5888 9.52 4.33 99 1.50 58 0.42 0.20 0.20 F 214 B
2021-07-07 11:24:58.53 23.8928 121.5702 6.79 5.46 99 3.50 33 0.37 0.10 0.10 F 284 B
2021-07-13 23:45:27.20 23.9342 121.6320 5.37 5.12 99 4.60 46 0.35 0.10 0.10 F 269 B
