121.9050 24.4172 12.76
121.7103 23.7408 33.37
121.6323 24.1082 37.45
121.8810 24.4868 8.30
121.8050 23.8562 41.91
121.6270 23.1487 17.62
121.5878 25.1080 160.01
121.3072 23.0615 18.40
121.9192 24.2688 33.17
121.6327 24.6618 48.01
121.5473 23.6985 2.02
121.5948 24.6415 54.35
121.2833 22.8042 6.67
121.3995 24.1028 61.42
121.8940 23.5963 29.22
121.9813 24.1605 48.35
121.5402 24.0288 22.87
121.3323 23.2153 17.48
121.3220 23.1903 14.68
121.9710 24.1017 45.16
121.0465 23.8967 19.72
121.8810 22.9675 19.52
121.6032 24.6703 63.47
121.8868 24.4482 11.78
121.8882 24.4575 12.00
121.2467 24.1573 7.28
121.4738 23.1160 26.93
121.2487 22.9450 19.15
121.3612 23.2012 21.43
121.5078 23.7048 1.99
121.0455 24.3860 8.02
121.9077 24.4212 20.60
121.7953 24.4540 17.85
121.8947 24.5795 71.57
121.6790 24.4562 65.12
121.8470 24.4757 12.22
121.9160 24.3410 27.26
121.6377 23.9527 42.52
121.3312 23.4267 7.89
121.8573 24.8330 98.32
121.7322 24.5643 72.81
121.5928 24.6395 54.66
121.8997 24.4547 8.22
121.9640 24.4018 13.48
121.3265 23.0225 17.62
121.6590 23.7943 39.85
121.7582 23.4182 20.18
121.7910 24.6103 29.52
121.0022 22.9163 13.23
121.3767 22.7632 28.51
121.9700 24.4572 22.22
121.9722 24.8062 5.53
121.0638 23.1703 8.72
121.4115 24.0772 60.66
121.9252 24.4583 15.03
121.6852 24.6192 67.74
121.5735 23.6543 40.59
121.8508 24.4707 15.69
121.9900 23.3567 15.36
121.3683 23.1303 25.66
121.8723 24.6295 75.77
121.9755 24.4003 10.66
121.6668 22.6040 12.61
121.6585 22.5882 4.85
121.8177 23.0563 23.54
121.6822 24.6988 68.00
121.9305 24.7492 83.52
121.2470 23.6062 4.26
121.6873 24.0912 43.45
121.8850 24.4578 17.97
121.0610 23.1747 6.59
121.0553 23.1723 8.54
121.9592 24.4385 22.99
121.6035 23.9853 31.77
121.7280 24.3918 64.01
121.9252 24.5178 12.71
121.3570 23.0077 20.33
121.0527 23.9313 10.19
121.9603 24.3832 10.74
121.9127 24.4155 20.76
121.9138 24.4003 19.23
121.0708 24.1557 12.23
121.9613 24.3902 24.38
121.8498 24.4713 15.61
121.9973 24.3925 7.54
121.3160 23.0610 18.10
121.6872 24.6832 69.77
121.9547 24.4218 12.43
121.7268 24.1768 52.59
121.9670 24.3850 21.95
121.6398 23.3817 22.28
121.0313 24.3853 4.27
121.9768 24.3960 21.21
121.8983 24.4138 28.21
121.9027 24.4210 27.97
121.9083 24.4418 28.79
121.9915 24.4292 23.16
121.9303 24.3575 26.19
121.8995 24.3935 28.64
121.8820 24.4215 27.20
121.9018 24.3910 28.91
121.8992 24.3880 27.06
121.9420 24.3642 25.13
121.9127 24.3747 25.32
121.9247 24.3687 25.67
121.9203 24.3890 24.45
121.9378 24.3630 17.94
121.9280 24.3705 24.57
121.8935 24.3760 24.60
121.9660 24.3682 18.79
121.9947 24.3498 16.07
121.9353 24.4285 25.79
121.9460 24.3640 28.95
121.9705 24.3815 23.52
121.8513 24.3802 2.36
121.7987 24.3578 6.66
121.8160 24.4420 5.97
121.1697 24.2602 5.44
121.8272 24.3705 8.87
121.8027 24.4103 10.99
121.9412 24.3873 20.29
121.9932 24.3302 21.58
121.9308 24.3533 18.32
121.9812 24.3485 16.05
121.9912 24.3447 16.82
121.6217 23.1310 39.47
121.9557 24.3363 17.19
121.9787 24.3397 5.12
121.9347 24.4003 27.16
121.6992 23.5037 32.31
121.5817 23.5127 30.67
121.8440 23.4952 30.95
121.6408 23.5230 31.75
121.6192 23.5217 29.82
121.6198 23.5068 27.67
121.6352 23.5093 29.72
121.6477 23.4983 28.39
121.6198 23.5242 29.57
121.6302 23.5380 29.87
121.9077 24.3988 27.29
121.6527 23.5167 31.57
121.5147 23.3302 26.90
121.9187 24.3947 26.96
121.6638 23.4877 29.22
121.6443 23.4993 30.61
121.6222 23.5218 30.31
121.1033 24.0493 9.54
121.6372 23.5048 29.72
121.8895 23.8792 28.83
121.8360 24.3695 8.83
121.5832 23.2902 30.72
121.6808 24.0255 29.44
121.6860 23.3862 30.04
121.8383 24.4822 16.08
121.6550 23.6357 24.33
121.9553 24.3872 21.16
121.0572 23.9732 9.80
121.6638 24.2748 22.75
121.5003 22.9277 16.68
121.6538 23.5425 28.26
121.6393 23.5115 32.02
121.6310 23.5578 25.79
121.6080 23.5857 24.53
121.6370 23.5327 26.07
121.5903 23.5777 26.65
121.7688 24.7535 74.41
121.6148 23.5738 23.99
121.7777 24.3763 9.15
121.9400 24.3675 26.38
121.3640 22.8000 15.92
121.8803 24.4587 11.05
121.0162 22.7210 8.62
121.8445 24.2813 8.94
121.8293 24.2958 6.54
121.6123 23.1540 37.62
121.8525 24.3880 6.65
121.8173 24.3028 12.03
121.9948 24.3563 16.85
121.9593 24.3643 22.89
121.8547 24.4667 16.68
121.7268 24.2410 11.42
121.9282 24.4145 11.61
121.5660 23.9375 34.57
121.3372 23.3555 8.79
121.8750 24.4552 17.68
121.9175 24.4038 24.98
121.8033 24.6438 61.26
121.6330 24.9003 87.15
121.4077 22.9665 20.58
121.8738 24.4392 9.42
121.5730 22.7192 13.37
121.5708 22.7097 12.97
121.9848 24.3468 16.56
121.9165 24.4878 14.18
121.6608 24.5350 67.41
121.9058 24.6867 78.28
121.7083 24.1330 7.28
121.8242 24.4220 13.15
121.8103 24.4493 8.18
121.8235 24.4452 7.54
121.7218 24.3057 52.80
121.9193 24.0263 14.15
121.6173 23.5288 30.62
121.8053 24.3682 10.20
121.8555 24.3582 9.61
121.8183 24.3843 13.50
121.4597 23.4877 29.33
121.0027 24.3755 6.57
121.9602 24.3162 13.61
121.7573 23.8625 42.93
121.7472 23.7503 33.75
121.7963 24.4363 18.28
121.8442 24.0698 45.68
121.8672 24.6575 72.11
121.3367 23.0437 19.87
121.7845 24.4490 18.24
121.9230 24.3933 25.97
121.8162 24.3245 5.35
121.8965 24.4610 18.84
121.9305 23.9848 40.87
121.6565 24.0702 8.35
121.9730 24.4335 15.37
121.9062 24.3255 24.37
121.5813 23.1413 40.89
121.6183 24.0342 27.25
121.0332 23.9763 11.53
121.8368 24.5850 74.39
121.6787 24.6725 9.05
121.4103 22.7062 21.10
121.6703 24.0257 38.19
121.9750 24.7920 7.76
121.5765 25.1862 205.39
121.5080 23.3743 25.15
121.7073 24.6795 74.97
121.8242 24.4118 11.98
121.3215 22.6073 8.09
121.8562 24.8873 122.13
121.4630 23.8990 15.91
121.8500 25.0183 141.35
121.0142 23.9950 7.40
121.0157 23.9927 7.59
121.5587 24.1927 28.46
121.0213 23.9917 13.30
121.0270 23.9805 14.39
121.0162 23.8508 13.00
121.5658 23.5722 24.13
121.6723 22.6108 8.50
121.8262 24.1135 5.63
121.6430 23.5438 29.30
121.6520 24.2125 57.67
121.6888 24.7495 81.54
121.0133 24.3320 7.26
121.8812 24.7055 80.90
121.9595 24.9213 109.06
121.5748 23.9763 10.29
121.4367 23.7335 18.44
121.6350 23.8472 39.92
121.0162 24.3432 8.32
121.6040 23.5263 28.27
121.9502 24.3848 24.53
121.4638 22.5785 48.44
121.4693 23.9543 14.42
121.9472 24.2582 20.11
121.1155 24.0908 10.24
121.6887 24.1538 8.50
121.6770 24.1550 8.42
121.9840 24.8272 9.86
121.6782 24.1668 6.17
121.6738 24.1635 5.88
121.6982 24.1538 6.65
121.9370 24.2667 22.77
121.5595 24.5925 58.49
121.7513 24.6173 65.90
121.8608 23.8457 37.85
121.8742 23.6075 32.57
121.3120 23.0573 17.51
121.0408 24.3915 5.73
121.7947 24.9772 127.89
121.6927 24.1453 44.93
121.3610 22.5685 32.77
121.1850 23.1610 8.19
121.9343 24.8173 90.73
121.9385 23.3808 24.29
121.7480 23.8223 14.04
121.9413 24.3583 24.30
121.7415 23.8320 15.00
121.7292 23.8210 13.91
121.7387 23.8203 14.40
121.9465 24.3723 23.07
121.0122 23.7398 24.11
121.2093 24.6595 6.31
121.9648 23.7863 28.96
121.2647 22.6232 23.98
121.9482 23.6217 15.34
121.8463 24.6667 77.04
121.8175 24.3955 11.00
121.9348 24.3458 9.98
121.9348 24.4633 27.56
121.9667 23.2932 11.41
121.7720 24.4623 65.05
121.6903 24.2667 6.86
121.8460 24.2898 5.19
121.5558 23.6003 27.06
121.7348 24.8802 92.12
121.5157 24.0148 24.94
121.6203 23.7003 37.43
121.5357 23.2690 38.12
121.3993 22.7090 85.36
121.4890 25.0515 145.92
121.8528 23.3885 19.55
121.7273 23.9088 18.63
121.3440 23.0815 19.77
121.9383 24.4148 28.63
121.8595 24.4492 17.42
121.7387 24.2470 11.15
121.9085 24.4297 21.39
121.8327 23.9908 44.31
121.3182 23.1572 15.86
121.7350 24.9872 148.36
121.9468 23.9995 39.60
121.9697 24.3520 18.10
121.9535 24.3587 23.64
121.8855 24.4413 48.74
121.9520 24.3297 22.69
121.8333 23.8825 43.74
121.5270 24.7062 63.11
121.9553 24.7533 74.68
121.6568 22.5358 12.21
121.6288 22.5240 9.74
121.6360 22.5268 9.55
121.6930 24.5420 64.06
121.7902 24.3178 9.83
121.9295 24.8485 92.47
121.7262 24.2443 9.83
121.7610 24.2345 8.24
121.6860 24.4558 26.90
121.9450 24.7653 83.40
121.9348 24.3990 23.22
121.9160 23.9893 29.85
121.8877 24.9615 138.74
121.9345 24.2802 25.68
121.9198 24.3025 26.45
121.9320 24.3073 26.83
121.8020 24.5300 69.33
121.9537 24.2853 11.57
121.9405 24.2840 18.68
121.0573 24.2117 11.42
121.7187 24.2380 9.36
121.6933 23.8282 18.90
121.9555 24.4183 27.84
121.8115 24.2273 18.71
121.0750 22.8288 12.62
121.5633 23.9060 8.32
121.7392 23.7485 34.39
121.8240 25.0278 134.41
121.9297 24.4238 25.60
121.7842 24.4460 17.74
121.9508 24.6825 68.35
121.9225 24.4128 15.47
121.0287 22.7877 6.18
121.7433 24.4117 18.83
121.6488 23.3053 29.11
121.8238 24.2143 53.59
121.0773 24.1217 8.04
121.5460 22.8208 15.58
121.5575 24.7265 53.34
121.7793 23.7948 42.27
121.6133 23.5435 18.81
121.8015 24.5725 67.57
121.5123 23.3545 11.14
121.7655 24.2458 11.70
121.9295 24.4275 11.99
121.9903 23.9993 45.94
121.7657 24.2418 11.56
121.9008 24.4250 21.52
121.6510 23.7098 33.53
121.9307 24.8483 92.69
121.7422 25.0028 126.52
121.3660 23.1797 19.01
121.7423 24.9642 126.86
121.3568 22.8013 20.94
121.9563 24.4048 24.86
121.9502 24.4178 24.67
121.9698 24.7995 5.29
121.7978 24.5145 22.51
121.3938 23.0508 22.00
121.6903 24.9593 111.43
121.5885 23.8732 47.58
121.3120 24.1267 73.54
121.5748 23.9075 8.21
121.6463 23.2803 27.03
121.9170 24.3025 26.21
121.9107 24.8593 99.05
121.6833 24.0420 26.28
121.6553 24.5882 70.20
121.7757 24.5772 67.36
121.5268 23.3002 37.29
121.6560 23.5237 29.22
121.4580 23.6618 8.14
121.4450 23.9153 16.26
121.7322 23.9085 16.77
121.5863 23.8407 34.47
121.4083 23.7377 20.00
121.9690 23.8072 24.98
121.0128 23.9365 9.48
121.4162 23.1890 22.17
121.4802 24.6392 6.88
121.7350 24.3022 61.61
121.3395 22.7423 18.02
121.3835 23.0558 42.26
121.9995 24.8105 95.60
121.8600 22.5115 21.99
121.9172 24.8832 93.51
121.9278 24.7613 66.28
121.8500 25.0203 144.25
121.9590 24.4008 11.88
121.1328 23.1373 4.87
121.8812 24.5497 11.77
121.7315 23.8587 19.88
121.9380 24.6565 58.23
121.0665 23.9487 5.29
121.8870 24.8262 83.38
121.5288 23.3987 19.17
121.8298 24.4500 19.99
121.5947 23.5327 24.92
121.9530 24.4533 21.29
121.7918 24.4543 17.90
121.7468 24.1145 23.92
121.9222 24.4477 24.68
121.9128 24.4702 25.89
121.3657 22.5823 16.94
121.9218 24.4603 24.59
121.7150 24.0498 28.52
121.7115 24.0873 37.81
121.3090 22.8110 16.92
121.8200 24.8308 83.75
121.6385 24.1323 54.77
121.8292 24.5887 71.62
121.8418 24.7678 68.69
121.4350 24.0340 53.89
121.3092 22.7213 29.12
121.5818 23.5093 26.97
121.8712 23.3440 25.46
121.5908 23.5468 34.94
121.6190 23.5110 28.54
121.8967 24.7977 80.59
121.9170 24.4000 19.01
121.9385 24.4353 17.83
121.7322 23.9222 13.12
121.9373 24.9803 139.03
121.5047 23.4353 25.76
121.7392 24.2630 12.45
121.1497 22.8275 16.95
121.7873 23.9613 41.67
121.5130 24.0605 22.94
121.6952 24.1490 10.52
121.9165 24.7132 64.65
121.3148 22.9590 22.13
121.6763 24.3645 23.32
121.6757 24.3732 28.31
121.9873 24.3837 14.25
121.7953 25.0550 139.52
121.8735 25.0303 138.31
121.5763 24.6087 64.57
121.0248 24.1772 13.00
121.4663 23.9120 25.04
121.8637 24.4767 10.72
121.3607 23.0748 37.82
121.5227 22.9655 41.86
121.8467 24.5423 67.26
121.5613 23.3960 11.23
121.6620 23.5110 25.60
121.6578 22.5327 132.55
121.3527 23.0887 20.13
121.2945 23.1028 17.14
121.3100 23.1048 15.98
121.3122 23.1145 15.65
121.6997 24.1195 51.85
121.3287 23.4612 1.91
121.3330 23.4548 7.78
121.0917 22.9027 14.42
121.3125 23.1122 16.24
121.3982 23.0667 17.73
121.3918 23.0280 21.12
121.3340 23.1255 17.13
121.2865 23.0603 21.05
121.2445 23.1315 7.80
121.3108 23.0060 11.59
121.3733 22.8973 29.37
121.2922 23.1203 14.65
121.2173 22.9662 7.66
121.3295 22.9065 20.95
121.3528 22.8552 18.84
121.3118 23.0728 5.83
121.2393 22.7108 31.62
121.3078 23.0853 15.49
121.2952 23.0433 18.52
121.3302 22.8918 22.05
121.3500 23.0848 17.47
121.2735 23.0983 2.14
121.4080 23.1928 17.52
121.3160 23.1278 15.78
121.3007 23.0175 18.07
121.3138 23.1357 18.73
121.3802 22.9043 20.34
121.2953 23.0630 13.82
121.1800 23.0293 20.01
121.3430 22.9273 9.29
121.3428 23.0303 17.95
121.2705 23.0703 12.63
121.2655 22.8787 27.23
121.2208 23.0863 4.94
121.3343 23.1107 18.68
121.2753 23.0835 10.67
121.2682 23.0015 14.21
121.2995 23.0603 18.60
121.2053 22.8327 28.96
121.2728 22.9932 20.95
121.3480 22.8270 24.16
121.3805 22.8128 26.55
121.2883 23.0732 15.62
121.2595 23.0882 13.40
121.3160 23.0268 13.77
121.2830 23.0422 20.98
121.3047 23.1147 18.90
121.1963 22.9943 11.97
121.3083 23.0502 15.38
121.2825 23.0355 19.06
121.2200 22.7560 27.60
121.3530 23.1043 16.55
121.2772 23.1238 4.92
121.3060 23.0560 17.83
121.2895 23.0017 21.83
121.2850 22.9127 18.87
121.3985 23.0178 15.09
121.2208 23.0747 3.39
121.2818 23.0312 17.71
121.2728 23.0865 11.72
121.2863 23.0775 11.62
121.3538 22.8357 24.42
121.3392 23.0477 19.23
121.2078 23.0362 9.34
121.3108 23.0043 17.01
121.2970 23.0123 14.31
121.2833 23.0088 17.45
121.2265 22.9725 7.66
121.2925 23.0460 16.01
121.2922 22.8983 20.90
121.2433 22.9412 17.00
121.3225 23.0810 19.00
121.3337 23.0677 18.61
121.2435 22.9398 21.00
121.3087 22.9302 6.96
121.4252 22.9780 23.37
121.3857 22.8483 25.15
121.3533 23.1208 18.50
121.3283 23.1168 17.81
121.3010 23.0155 19.93
121.3193 23.0270 19.27
121.3637 22.9508 22.67
121.3748 22.9200 19.92
121.2932 23.0820 17.45
121.3148 23.0892 18.71
121.3132 23.0855 18.03
121.3645 22.7717 17.43
121.3600 23.1030 18.02
121.3362 23.1033 17.50
121.6370 24.1093 29.47
121.2908 23.0322 17.94
121.2938 22.9410 25.37
121.2925 23.0972 18.95
121.2447 23.0485 13.26
121.2223 23.0217 3.27
121.2955 23.0230 19.95
121.2490 23.0240 8.64
121.2987 23.0858 19.18
121.3023 22.9565 17.34
121.3747 22.9630 21.23
121.3422 22.7200 18.03
121.2370 22.9615 17.07
121.2923 23.0978 15.32
121.2822 23.0802 14.30
121.3302 23.0093 21.66
121.2993 22.9368 26.32
121.2718 22.9225 20.53
121.3467 23.1013 17.17
121.2740 22.9212 17.67
121.2940 22.9412 19.13
121.3388 22.8942 20.10
121.4118 23.0683 21.55
121.2873 23.0633 14.82
121.2903 22.8598 15.04
121.3862 22.8088 23.93
121.2213 23.0360 3.55
121.3783 23.0372 19.61
121.3498 23.1240 19.50
121.2783 22.9248 18.71
121.3550 22.9595 21.68
121.2238 23.0485 2.25
121.3603 22.9630 14.59
121.4028 22.6680 12.03
121.4045 22.9242 19.77
121.3300 22.8442 23.09
121.3282 23.0403 19.03
121.3610 22.8343 17.06
121.3428 22.9982 19.21
121.3815 23.0052 18.82
121.3025 22.9842 17.65
121.1755 22.8630 26.84
121.2327 22.9547 20.06
121.3410 23.0117 19.28
121.3808 23.1147 19.75
121.3510 22.8590 13.82
121.3162 23.1142 21.29
121.3468 23.0480 20.54
121.3428 23.0147 27.88
121.3250 22.8160 29.47
121.4072 22.8385 15.96
121.3683 22.8368 18.55
121.2803 23.0620 18.46
121.2973 22.8072 24.05
121.2828 22.8173 24.23
121.3412 23.1167 16.26
121.3628 22.8702 26.35
121.4242 22.8615 24.38
121.4083 22.8098 25.14
121.2678 22.9242 17.68
121.2520 22.9635 20.86
121.2887 23.0215 17.40
121.2787 22.9253 22.31
121.2910 22.9243 22.27
121.3038 22.9263 27.47
121.3103 23.1168 16.77
121.3948 22.8513 25.51
121.2727 23.1693 2.49
121.2525 23.0835 12.55
121.4563 22.9085 23.15
121.2803 23.2332 5.50
121.4047 23.0263 22.82
121.3173 22.7238 25.09
121.3277 22.8190 17.68
121.2688 22.9462 23.65
121.3688 22.8075 25.19
121.3203 23.2513 8.94
121.3210 23.1335 18.41
121.2965 23.1538 14.17
121.4358 23.0722 22.90
121.3327 23.1390 18.15
121.2870 23.1492 4.93
121.4012 22.7430 21.38
121.4500 22.8802 17.87
121.2733 22.9838 16.49
121.2128 22.9703 6.44
121.2803 23.0963 13.76
121.3465 22.9273 24.07
121.4335 22.7273 14.63
121.2963 23.0770 14.88
121.2642 23.0575 13.56
121.4015 22.8867 17.93
121.2552 22.9363 19.11
121.2408 23.0258 8.28
121.3845 22.8365 24.29
121.2777 22.9877 31.59
121.2578 22.9585 23.68
121.2943 23.0262 17.04
121.3262 23.0652 16.86
121.2678 23.1060 9.14
121.2800 22.8198 21.54
121.2953 23.1465 9.76
121.2947 23.1445 7.74
121.3137 23.1303 18.31
121.3257 22.7432 21.09
121.2677 22.9498 24.93
121.2738 22.8790 24.64
121.3068 23.1132 13.06
121.2685 23.1527 6.70
121.2815 23.0613 14.29
121.2608 23.0063 15.27
121.3632 22.7233 14.63
121.3682 22.9095 29.30
121.3917 22.7917 33.58
121.2595 22.9438 24.54
121.2400 22.9622 10.66
121.2658 23.0803 11.12
121.2692 22.9908 16.16
121.3063 22.9163 21.70
121.4190 22.8890 18.30
121.3257 23.1217 17.85
121.4173 22.9485 18.48
121.2972 23.0773 17.52
121.2875 23.0467 15.14
121.3403 23.1083 18.44
121.2795 22.8295 22.67
121.2593 23.1255 10.67
121.2575 22.9683 23.02
121.3573 22.8273 29.40
121.2980 22.8782 32.74
121.2757 22.9465 19.43
121.2992 22.8690 20.64
121.2125 22.8822 21.17
121.2557 23.0433 9.21
121.4007 22.9252 22.25
121.1927 22.9115 15.13
121.4162 23.0603 19.08
121.3910 22.8077 26.54
121.3360 22.8507 25.69
121.1773 22.9135 12.24
121.2125 22.8837 24.52
121.0813 22.8577 15.44
121.1995 22.8958 15.06
121.1820 22.9383 5.94
121.3198 22.9658 19.56
121.4150 22.9473 18.48
121.4222 22.7900 32.05
121.4700 22.8793 21.60
121.4380 22.9973 9.00
121.2938 22.9408 22.11
121.2542 23.2548 7.36
121.2500 22.8913 19.01
121.2550 22.8777 19.25
121.2292 22.8743 18.80
121.1960 23.0455 6.95
121.1902 23.0500 10.50
121.1690 23.0520 16.81
121.1945 23.0527 6.09
121.1923 23.0512 6.97
121.1907 23.0477 7.25
121.2328 22.9560 15.09
121.2147 22.9060 19.22
121.3658 22.9445 23.07
121.1805 23.0435 7.43
121.1513 23.0247 5.12
121.2947 22.9043 16.19
121.1773 23.0398 2.89
121.3933 22.8412 18.53
121.3942 22.7650 11.76
121.1653 23.0392 7.56
121.2047 23.0723 7.36
121.4810 22.8563 16.61
121.3628 22.7737 6.87
121.0330 23.0688 3.28
121.2748 22.8137 19.51
121.3878 22.9333 19.21
121.2928 23.1772 3.69
121.3827 23.0008 18.55
121.1822 23.0338 7.66
121.0147 22.6655 8.02
121.2002 23.0435 11.54
121.1687 23.0083 2.51
121.1767 23.0258 3.41
121.1732 23.0398 8.36
121.1777 23.0298 6.48
121.1798 23.0700 7.88
121.2735 22.8535 20.99
121.5823 23.9270 43.24
121.1768 23.0343 4.05
121.1712 23.0270 6.02
121.1413 23.0175 6.24
121.1617 23.0043 5.64
121.5132 24.0402 21.82
121.3537 22.8778 17.68
121.3313 22.9077 24.15
121.3763 22.8155 28.37
121.4800 23.0670 22.35
121.6553 24.0145 42.29
121.0107 24.3395 7.52
121.1853 23.0382 8.45
121.1915 22.9863 5.80
121.7810 23.8652 39.78
121.2862 23.1612 4.06
121.1635 24.6112 4.47
121.2523 23.0755 11.36
121.3257 23.0425 19.55
121.4472 22.8150 17.91
121.3957 23.0725 19.56
121.1782 23.0247 6.34
121.4690 22.8143 18.97
121.2658 22.6440 28.68
121.2618 22.8948 22.63
121.3215 23.1205 15.46
121.3405 23.2842 14.01
121.2805 23.1107 5.99
121.3280 22.9775 23.30
121.3243 22.6168 14.29
121.3412 23.1165 20.27
121.2988 23.1110 18.00
121.4688 22.7138 3.26
121.3275 23.1290 18.02
121.2965 22.9053 16.96
121.2985 23.1032 13.71
121.2803 23.1183 11.76
121.3028 23.1062 12.56
121.4245 22.8340 18.45
121.3445 23.4770 4.25
121.3262 23.0178 18.17
121.4567 22.7482 22.12
121.6797 25.0410 129.12
121.4953 22.8857 18.56
121.1895 23.0508 6.58
121.3650 22.9495 19.15
121.3110 22.6058 32.20
121.2523 22.6245 29.69
121.4727 22.8882 18.72
121.6870 24.2430 15.67
121.6898 24.2575 13.76
121.3675 22.5963 9.69
121.2835 22.6273 30.59
121.3170 22.6058 27.80
121.2883 22.6175 37.08
121.2415 22.6135 32.82
121.1507 22.9825 2.42
121.0817 22.8422 12.50
121.0597 22.8837 7.04
121.8230 24.8218 98.32
121.3347 22.6018 22.65
121.2558 23.0657 5.49
121.2602 23.0672 7.14
121.0800 22.8717 10.49
121.3287 23.0930 18.56
121.0693 22.8610 9.61
121.0553 22.8485 10.03
121.3790 22.8103 25.62
121.3692 22.8178 27.41
121.2038 22.8087 16.03
121.3665 22.8037 29.65
121.3327 22.7593 26.87
121.0822 22.8708 10.37
121.8545 24.4867 10.84
121.0743 22.8810 10.22
121.3422 22.9725 18.66
121.1822 22.9895 5.02
121.6405 22.7378 12.49
121.2043 23.0165 5.58
121.1807 23.0745 2.86
121.4432 22.8922 24.45
121.2872 23.0922 14.91
121.2642 22.6192 29.47
121.6398 24.1143 24.77
121.7220 23.4822 31.84
121.2468 22.6225 34.23
121.2428 22.9645 17.07
121.0622 22.8918 10.50
121.0802 22.8767 12.05
121.7178 24.2160 7.33
121.3505 23.1600 20.32
121.2857 22.8883 28.54
121.0880 22.8753 11.44
121.2610 23.0678 9.26
121.6982 24.2415 12.49
121.7423 24.5858 64.55
121.3058 23.0953 15.74
121.7038 24.2275 11.30
121.6983 24.2267 11.26
121.8105 24.8270 78.77
121.7070 24.2167 5.45
121.3763 22.9535 19.23
121.6898 24.2400 15.12
121.3727 22.7795 27.04
121.2653 23.0525 13.22
121.1905 22.9642 8.96
121.8858 23.4957 7.09
121.2583 23.1587 3.63
121.8257 24.4172 10.45
121.3380 22.7650 27.48
121.4328 22.8217 19.65
121.1808 23.0522 7.54
121.1537 22.9805 8.47
121.1503 22.9857 8.68
121.3298 23.0952 19.19
121.6505 24.1902 9.01
121.3220 23.1767 12.56
121.3050 23.1842 11.75
