122.498817	23.272923
122.464536	23.289269
122.454937	23.300586
122.445338	23.314417
122.439853	23.335793
122.420656	23.362199
122.363064	23.387347
122.317813	23.402435
122.264335	23.420039
122.223198	23.433871
122.202629	23.446445
122.187545	23.446445
122.173833	23.443930
122.145037	23.446445
122.112127	23.459019
122.047679	23.492968
121.959920	23.539492
121.939351	23.552066
121.921525	23.582244
121.916040	23.591046
121.914669	23.604877
121.905070	23.651401
121.887244	23.682836
121.876274	23.705470
121.845421	23.723073
121.828967	23.734390
121.822110	23.754508
121.822110	23.780914
121.828967	23.802290
121.834451	23.826180
121.848164	23.838754
121.861876	23.846299
121.864619	23.853843
121.864619	23.863902
121.864619	23.873961
121.850906	23.896595
121.831709	23.923000
121.822110	23.944376
121.812512	23.958207
121.809769	23.977068
121.809769	23.990900
121.808398	24.017305
