122.500188	23.751993
122.493188	23.756857
122.486108	23.761579
122.478963	23.766196
122.471767	23.770743
122.464536	23.775255
122.457341	23.779621
122.450077	23.783805
122.442707	23.787817
122.435198	23.791669
122.427512	23.795374
122.423134	23.797288
122.418678	23.798937
122.414149	23.800257
122.409550	23.801186
122.404887	23.801661
122.399539	23.801879
122.394192	23.802032
122.388844	23.802138
122.383496	23.802217
122.378148	23.802290
122.372800	23.802283
122.367452	23.802180
122.362103	23.802081
122.356755	23.802084
122.351408	23.802290
122.346942	23.802999
122.342622	23.804397
122.338409	23.806258
122.334266	23.808356
122.330154	23.810463
122.323924	23.813681
122.317790	23.817024
122.311686	23.820393
122.305546	23.823688
122.299301	23.826809
122.295135	23.828784
122.290948	23.830714
122.286719	23.832537
122.282426	23.834190
122.278047	23.835611
122.274635	23.836565
122.271213	23.837465
122.267783	23.838327
122.264347	23.839170
122.260907	23.840012
122.257085	23.840973
122.253271	23.841940
122.249448	23.842867
122.245599	23.843707
122.241709	23.844413
122.234195	23.845143
122.226654	23.845175
122.219100	23.844841
122.211545	23.844475
122.204000	23.844413
122.199884	23.844607
122.195769	23.844915
122.191656	23.845252
122.187544	23.845532
122.183432	23.845670
122.177988	23.845385
122.172608	23.844501
122.167275	23.843131
122.161976	23.841388
122.156693	23.839383
122.154146	23.838301
122.151712	23.837102
122.149385	23.835753
122.147162	23.834219
122.145037	23.832467
122.144420	23.831881
122.143842	23.831275
122.143300	23.830648
122.142786	23.829998
122.142295	23.829324






