121.595744	23.937011
121.587778	23.920415
121.578363	23.906475
121.571845	23.893198
121.561705	23.883241
121.557360	23.877266
121.547945	23.873283
121.536357	23.859342
121.524045	23.844738
121.518251	23.838100
121.513182	23.828142
121.512458	23.816193
121.512458	23.806236
121.508836	23.793623
121.500146	23.776363
121.491455	23.761095
121.485661	23.753129
121.477694	23.738524
121.475522	23.727239
121.476970	23.711971
121.476970	23.700686
121.471176	23.687077
121.465020	23.672141
121.453070	23.653221
121.443655	23.640277
121.433878	23.627000
121.419393	23.616047
121.415410	23.603102
121.416134	23.599783
