121.377080	23.452780
121.357514	23.416248
121.339035	23.386690
121.328890	23.355803
121.322368	23.331891
121.316208	23.313625
121.314759	23.300009
121.308237	23.283403
121.293744	23.267462
121.281063	23.244214
121.269468	23.232258
121.265120	23.224287
121.263671	23.216317
121.258598	23.204029
121.254612	23.195394
121.246279	23.182441
121.236858	23.174471
121.230699	23.167164
121.227438	23.158197
121.226713	23.149230
121.224177	23.131296
121.219104	23.120336
121.209684	23.095760
121.203162	23.079155
121.202437	23.067199
121.193017	23.051922
121.177436	23.037973
121.166929	23.024688
121.161494	23.016718
121.158595	23.009079
121.158595	22.987160
121.158233	22.968229
121.156059	22.956273
121.151349	22.941661
121.148088	22.934354
121.148088	22.934022

