121.386056	22.363060
121.386742	22.344199
121.386742	22.317793
121.386742	22.285729
121.386742	22.268755
121.384000	22.258695
121.373715	22.242349
121.357946	22.225374
121.355204	22.219087
121.354518	22.210285
121.354518	22.188909
121.355204	22.161875
121.360688	22.131698
121.368230	22.093347
121.375772	22.068828
121.378515	22.044937
121.379200	22.019160
121.378515	22.004700
121.381943	21.992126
121.384000	21.985210
121.383314	21.972636
121.381257	21.960062
121.370973	21.948117
121.354518	21.935543
121.338063	21.922340
121.313381	21.905365
121.304468	21.895306
121.298983	21.886504
121.296926	21.875816
121.292812	21.858841
121.290070	21.831178
