121.317494	22.774230
121.321523	22.775723
121.325551	22.777215
121.329579	22.778708
121.333607	22.780202
121.337635	22.781695
121.341663	22.783189
121.345691	22.784682
121.349719	22.786176
121.356490	22.788687
121.363261	22.791200
121.370032	22.793715
121.376802	22.796230
121.383572	22.798746
121.390342	22.801262
121.397112	22.803779
121.403883	22.806294
121.407077	22.807486
121.410266	22.808689
121.413449	22.809907
121.416624	22.811144
121.419793	22.812403
121.422953	22.813688
121.426106	22.815004
121.429250	22.816353
121.433120	22.818193
121.436865	22.820262
121.440498	22.822531
121.444028	22.824971
121.447468	22.827551
121.450830	22.830243
121.454123	22.833017
121.457361	22.835843
121.459977	22.838164
121.462583	22.840490
121.465176	22.842824
121.467757	22.845168
121.470323	22.847526
121.472875	22.849899
121.475411	22.852291
121.477929	22.854704
121.481812	22.858452
121.485693	22.862199
121.489570	22.865950
121.493440	22.869707
121.497300	22.873475
121.501146	22.877258
121.504974	22.881059
121.508782	22.884882
