121.892729	23.595314
121.891263	23.589578
121.889948	23.583829
121.888818	23.578057
121.887906	23.572249
121.887244	23.566394
121.886973	23.562874
121.886780	23.559353
121.886654	23.555832
121.886584	23.552311
121.886559	23.548790
121.886568	23.545144
121.886623	23.541498
121.886742	23.537851
121.886943	23.534205
121.887244	23.530558
121.887844	23.525712
121.888662	23.520909
121.889660	23.516140
121.890800	23.511395
121.892044	23.506667
121.893313	23.502602
121.894785	23.498609
121.896308	23.494637
121.897730	23.490634
121.898900	23.486549
121.900080	23.481308
121.901130	23.476047
121.902068	23.470767
121.902918	23.465466
121.903699	23.460144
121.904264	23.456125
121.904796	23.452105
121.905250	23.448084
121.905584	23.444057
121.905756	23.440025
121.905753	23.436884
121.905650	23.433741
121.905478	23.430596
121.905274	23.427451
121.905070	23.424308
121.904809	23.420272
121.904500	23.416243
121.904116	23.412221
121.903629	23.408203
121.903013	23.404189
121.902052	23.400235
121.900605	23.396429
121.898747	23.392778
121.896553	23.389285
121.894100	23.385957
121.890477	23.381657
121.886695	23.377562
121.882873	23.373542
121.879131	23.369468
121.875589	23.365210
121.873087	23.361970
121.870598	23.358719
121.868125	23.355453
121.865674	23.352170
121.863247	23.348863
121.861111	23.345899
121.859008	23.342918
121.856945	23.339910
121.854928	23.336866
121.852963	23.333775
121.851407	23.331104
121.849983	23.328372
121.848653	23.325592
121.847374	23.322778
121.846107	23.319943
121.844945	23.317363
121.843821	23.314776
121.842798	23.312160
121.841940	23.309489
121.841308	23.306740
121.841015	23.304733
121.840831	23.302723
121.840725	23.300711
121.840666	23.298697
121.840622	23.296681
121.840545	23.293160
121.840487	23.289637
121.840467	23.286115
121.840506	23.282594
121.840622	23.279078
121.840891	23.275157
121.841322	23.271250
121.841893	23.267355
121.842582	23.263469
121.843365	23.259588
