120.622962	23.631150
120.656557	23.660071
120.678497	23.691506
120.690838	23.733629
120.694266	23.762549
120.703180	23.783296
120.705922	23.814102
120.699751	23.849310
120.699066	23.868171
120.701123	23.884517
120.701123	23.908408
120.693581	23.945501
120.688096	23.963733
120.686039	23.991396
120.688096	24.020945
120.689467	24.053638
120.695638	24.065583
120.708664	24.083815
120.727176	24.100790
120.730604	24.110849
120.731976	24.129710
120.730604	24.151715
120.729233	24.164918
120.723062	24.181264
120.721006	24.193209
120.720320	24.208298
120.720320	24.224016
120.722377	24.234704
120.728547	24.249792
120.735404	24.262366
120.743631	24.271168
120.755287	24.278713
120.772427	24.281856
120.783397	24.281856
